EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 56}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 291}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}",0.5671330690383911,0,0.5677252411842346
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 56}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 291}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 924}",0.23277996480464935,1,0.2242770493030548
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 56}","{'precision': 0.5541666666666667, 'recall': 0.4570446735395189, 'f1-score': 0.5009416195856874, 'support': 291}","{'precision': 0.968421052631579, 'recall': 0.20444444444444446, 'f1-score': 0.3376146788990826, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127}","{'precision': 0.6716417910447762, 'recall': 0.2435064935064935, 'f1-score': 0.35742652899126287, 'support': 924}","{'precision': 0.3806469298245614, 'recall': 0.16537227949599084, 'f1-score': 0.2096390746211925, 'support': 924}","{'precision': 0.6461601446798816, 'recall': 0.2435064935064935, 'f1-score': 0.32218681472296773, 'support': 924}",0.20340953767299652,1,0.10333805531263351
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 56}","{'precision': 0.8157894736842105, 'recall': 0.9587628865979382, 'f1-score': 0.8815165876777251, 'support': 291}","{'precision': 0.9388646288209607, 'recall': 0.4777777777777778, 'f1-score': 0.6332842415316642, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127}","{'precision': 0.8651488616462347, 'recall': 0.5346320346320347, 'f1-score': 0.6608695652173914, 'support': 924}","{'precision': 0.4386635256262928, 'recall': 0.359135166093929, 'f1-score': 0.3787002073023473, 'support': 924}","{'precision': 0.7141599781510146, 'recall': 0.5346320346320347, 'f1-score': 0.5860381338782109, 'support': 924}",0.1020699217915535,2,0.061125367879867554
"{'precision': 0.5961538461538461, 'recall': 0.5535714285714286, 'f1-score': 0.5740740740740741, 'support': 56}","{'precision': 0.8441176470588235, 'recall': 0.9862542955326461, 'f1-score': 0.9096671949286846, 'support': 291}","{'precision': 0.8264840182648402, 'recall': 0.8044444444444444, 'f1-score': 0.8153153153153153, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 127}","{'precision': 0.8192771084337349, 'recall': 0.7359307359307359, 'f1-score': 0.7753705815279361, 'support': 924}","{'precision': 0.5666888778693775, 'recall': 0.5860675421371297, 'f1-score': 0.5747641460795185, 'support': 924}","{'precision': 0.7044812325734969, 'recall': 0.7359307359307359, 'f1-score': 0.7183476122990122, 'support': 924}",0.10416404157876968,2,0.056849997490644455
"{'precision': 1.0, 'recall': 0.017857142857142856, 'f1-score': 0.03508771929824561, 'support': 56}","{'precision': 0.8452380952380952, 'recall': 0.9759450171821306, 'f1-score': 0.9059011164274322, 'support': 291}","{'precision': 0.9209039548022598, 'recall': 0.7244444444444444, 'f1-score': 0.8109452736318408, 'support': 450}","{'precision': 0.9212598425196851, 'recall': 0.9212598425196851, 'f1-score': 0.9212598425196851, 'support': 127}","{'precision': 0.8899755501222494, 'recall': 0.7878787878787878, 'f1-score': 0.835820895522388, 'support': 924}","{'precision': 0.9218504731400101, 'recall': 0.6598766117508508, 'f1-score': 0.6682984879693009, 'support': 924}","{'precision': 0.9019167374191587, 'recall': 0.7878787878787878, 'f1-score': 0.8089908120080226, 'support': 924}",0.05779122933745384,3,0.054154232144355774
"{'precision': 0.7307692307692307, 'recall': 0.3392857142857143, 'f1-score': 0.4634146341463415, 'support': 56}","{'precision': 0.5864197530864198, 'recall': 0.979381443298969, 'f1-score': 0.7335907335907336, 'support': 291}","{'precision': 0.9027027027027027, 'recall': 0.7422222222222222, 'f1-score': 0.8146341463414635, 'support': 450}","{'precision': 0.8714285714285714, 'recall': 0.9606299212598425, 'f1-score': 0.9138576779026216, 'support': 127}","{'precision': 0.7436399217221135, 'recall': 0.8225108225108225, 'f1-score': 0.7810894141829393, 'support': 924}","{'precision': 0.7728300644967312, 'recall': 0.755379825266687, 'f1-score': 0.7313742979952901, 'support': 924}","{'precision': 0.7883754002801621, 'recall': 0.8225108225108225, 'f1-score': 0.781462569193063, 'support': 924}",0.03003898449242115,3,0.04290298745036125
"{'precision': 0.75, 'recall': 0.10714285714285714, 'f1-score': 0.1875, 'support': 56}","{'precision': 0.6042553191489362, 'recall': 0.9759450171821306, 'f1-score': 0.7463863337713535, 'support': 291}","{'precision': 0.9178885630498533, 'recall': 0.6955555555555556, 'f1-score': 0.7914032869785083, 'support': 450}","{'precision': 0.9008264462809917, 'recall': 0.8582677165354331, 'f1-score': 0.879032258064516, 'support': 127}","{'precision': 0.7574468085106383, 'recall': 0.7705627705627706, 'f1-score': 0.7639484978540774, 'support': 924}","{'precision': 0.7932425821199452, 'recall': 0.6592277866039942, 'f1-score': 0.6510804697035945, 'support': 924}","{'precision': 0.8065942748078576, 'recall': 0.7705627705627706, 'f1-score': 0.7526699123831019, 'support': 924}",0.04659142345190048,4,0.026509152725338936
"{'precision': 0.7142857142857143, 'recall': 0.35714285714285715, 'f1-score': 0.4761904761904762, 'support': 56}","{'precision': 0.5905349794238683, 'recall': 0.9862542955326461, 'f1-score': 0.7387387387387387, 'support': 291}","{'precision': 0.8950437317784257, 'recall': 0.6822222222222222, 'f1-score': 0.7742749054224464, 'support': 450}","{'precision': 0.8591549295774648, 'recall': 0.9606299212598425, 'f1-score': 0.9070631970260223, 'support': 127}","{'precision': 0.7367367367367368, 'recall': 0.7965367965367965, 'f1-score': 0.7654706188247531, 'support': 924}","{'precision': 0.7647548387663683, 'recall': 0.746562324039392, 'f1-score': 0.724066829344421, 'support': 924}","{'precision': 0.7832554484512719, 'recall': 0.7965367965367965, 'f1-score': 0.7632688020584907, 'support': 924}",0.03284905478358269,4,0.02859196998178959
"{'precision': 0.6129032258064516, 'recall': 0.6785714285714286, 'f1-score': 0.6440677966101694, 'support': 56}","{'precision': 0.5974842767295597, 'recall': 0.979381443298969, 'f1-score': 0.7421874999999999, 'support': 291}","{'precision': 0.9081632653061225, 'recall': 0.7911111111111111, 'f1-score': 0.8456057007125891, 'support': 450}","{'precision': 0.8832116788321168, 'recall': 0.952755905511811, 'f1-score': 0.9166666666666666, 'support': 127}","{'precision': 0.7490636704119851, 'recall': 0.8658008658008658, 'f1-score': 0.8032128514056226, 'support': 924}","{'precision': 0.7504406116685627, 'recall': 0.8504549721233299, 'f1-score': 0.7871319159973562, 'support': 924}","{'precision': 0.788995517070235, 'recall': 0.8658008658008658, 'f1-score': 0.8105883020535727, 'support': 924}",0.07520584017038345,5,0.018226366490125656
