ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.19877675840978593, 'recall': 0.3182374541003672, 'f1-score': 0.2447058823529412, 'support': 817}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.28181289947704824, 'recall': 0.4503249767873723, 'f1-score': 0.34667619728377413, 'support': 1077}","{'precision': 0.24595576097722022, 'recall': 0.3700943864878291, 'f1-score': 0.29551765172550576, 'support': 2013}","{'precision': 0.16019655262894472, 'recall': 0.2561874769625798, 'f1-score': 0.1971273598789051, 'support': 2013}","{'precision': 0.23145211344141878, 'recall': 0.3700943864878291, 'f1-score': 0.2847963091688911, 'support': 2013}",1.509122371673584,0,1.5130175352096558
"{'precision': 0.6323092170465807, 'recall': 0.780905752753978, 'f1-score': 0.6987951807228916, 'support': 817}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6937354988399071, 'recall': 0.8328690807799443, 'f1-score': 0.7569620253164555, 'support': 1077}","{'precision': 0.665654813529922, 'recall': 0.7625434674615003, 'f1-score': 0.7108126881222505, 'support': 2013}","{'precision': 0.442014905295496, 'recall': 0.5379249445113073, 'f1-score': 0.4852524020131157, 'support': 2013}","{'precision': 0.6277942188661879, 'recall': 0.7625434674615003, 'f1-score': 0.6886059433265898, 'support': 2013}",0.9690828919410706,1,0.9417814016342163
"{'precision': 0.7256554307116105, 'recall': 0.9485924112607099, 'f1-score': 0.8222811671087532, 'support': 817}","{'precision': 0.024390243902439025, 'recall': 0.008403361344537815, 'f1-score': 0.0125, 'support': 119}","{'precision': 0.7898148148148149, 'recall': 0.7920148560817084, 'f1-score': 0.7909133055169217, 'support': 1077}","{'precision': 0.7441754225673823, 'recall': 0.8092399403874814, 'f1-score': 0.7753450737743932, 'support': 2013}","{'precision': 0.5132868298096215, 'recall': 0.583003542895652, 'f1-score': 0.5418981575418916, 'support': 2013}","{'precision': 0.7185263196578895, 'recall': 0.8092399403874814, 'f1-score': 0.7576278408194616, 'support': 2013}",0.4611049294471741,2,0.8162633776664734
"{'precision': 0.8145695364238411, 'recall': 0.9033047735618115, 'f1-score': 0.8566453859547302, 'support': 817}","{'precision': 0.3783783783783784, 'recall': 0.23529411764705882, 'f1-score': 0.2901554404145078, 'support': 119}","{'precision': 0.8195615514333895, 'recall': 0.9025069637883009, 'f1-score': 0.8590366769774636, 'support': 1077}","{'precision': 0.8024007386888273, 'recall': 0.8633879781420765, 'f1-score': 0.8317779373055755, 'support': 2013}","{'precision': 0.670836488745203, 'recall': 0.6803686183323904, 'f1-score': 0.6686125011155672, 'support': 2013}","{'precision': 0.7914546096269577, 'recall': 0.8633879781420765, 'f1-score': 0.8244363034471281, 'support': 2013}",0.6034913063049316,3,0.3094482719898224
"{'precision': 0.8241042345276873, 'recall': 0.9290085679314566, 'f1-score': 0.8734177215189874, 'support': 817}","{'precision': 0.4025974025974026, 'recall': 0.2605042016806723, 'f1-score': 0.31632653061224497, 'support': 119}","{'precision': 0.8434256055363322, 'recall': 0.9052924791086351, 'f1-score': 0.8732646663681146, 'support': 1077}","{'precision': 0.819405756731662, 'recall': 0.8768007948335818, 'f1-score': 0.8471322294216463, 'support': 2013}","{'precision': 0.690042414220474, 'recall': 0.6982684162402547, 'f1-score': 0.6876696394997824, 'support': 2013}","{'precision': 0.8095239084355893, 'recall': 0.8768007948335818, 'f1-score': 0.8404029713374711, 'support': 2013}",0.6173410415649414,4,0.21913069486618042
"{'precision': 0.866822429906542, 'recall': 0.9082007343941249, 'f1-score': 0.8870292887029289, 'support': 817}","{'precision': 0.5213675213675214, 'recall': 0.5126050420168067, 'f1-score': 0.516949152542373, 'support': 119}","{'precision': 0.8384353741496599, 'recall': 0.9155060352831941, 'f1-score': 0.875277407900577, 'support': 1077}","{'precision': 0.8324802233597022, 'recall': 0.8887232985593642, 'f1-score': 0.8596828447861605, 'support': 2013}","{'precision': 0.7422084418079078, 'recall': 0.7787706038980419, 'f1-score': 0.759751949715293, 'support': 2013}","{'precision': 0.8312128952983425, 'recall': 0.8887232985593642, 'f1-score': 0.8588642058279963, 'support': 2013}",0.3713010251522064,5,0.2518359124660492
"{'precision': 0.8046709129511678, 'recall': 0.9277845777233782, 'f1-score': 0.861853325753269, 'support': 817}","{'precision': 0.6615384615384615, 'recall': 0.36134453781512604, 'f1-score': 0.4673913043478261, 'support': 119}","{'precision': 0.8734883720930232, 'recall': 0.871866295264624, 'f1-score': 0.8726765799256506, 'support': 1077}","{'precision': 0.8357348703170029, 'recall': 0.8643815201192251, 'f1-score': 0.8498168498168499, 'support': 2013}","{'precision': 0.7798992488608841, 'recall': 0.7203318036010428, 'f1-score': 0.733973736675582, 'support': 2013}","{'precision': 0.8330284101084784, 'recall': 0.8643815201192251, 'f1-score': 0.8443250913749318, 'support': 2013}",0.2943194508552551,6,0.1728738248348236
"{'precision': 0.874133949191686, 'recall': 0.9265605875152999, 'f1-score': 0.8995840760546643, 'support': 817}","{'precision': 0.5689655172413793, 'recall': 0.5546218487394958, 'f1-score': 0.5617021276595745, 'support': 119}","{'precision': 0.8687224669603524, 'recall': 0.9155060352831941, 'f1-score': 0.891500904159132, 'support': 1077}","{'precision': 0.8545111006140765, 'recall': 0.8986587183308494, 'f1-score': 0.8760290556900726, 'support': 2013}","{'precision': 0.7706073111311392, 'recall': 0.79889615717933, 'f1-score': 0.7842623692911236, 'support': 2013}","{'precision': 0.8531984252149185, 'recall': 0.8986587183308494, 'f1-score': 0.8752852544001666, 'support': 2013}",0.7594388127326965,7,0.10083521157503128
"{'precision': 0.832258064516129, 'recall': 0.9473684210526315, 'f1-score': 0.886090440755581, 'support': 817}","{'precision': 0.6082474226804123, 'recall': 0.4957983193277311, 'f1-score': 0.5462962962962963, 'support': 119}","{'precision': 0.874409820585458, 'recall': 0.8597957288765088, 'f1-score': 0.8670411985018727, 'support': 1077}","{'precision': 0.8432406519654841, 'recall': 0.8738201689021361, 'f1-score': 0.8582581117345695, 'support': 2013}","{'precision': 0.771638435927333, 'recall': 0.7676541564189572, 'f1-score': 0.7664759785179166, 'support': 2013}","{'precision': 0.8415676397313386, 'recall': 0.8738201689021361, 'f1-score': 0.8558114854163368, 'support': 2013}",0.33673936128616333,8,0.10663197189569473
"{'precision': 0.8625277161862528, 'recall': 0.9522643818849449, 'f1-score': 0.9051774287376382, 'support': 817}","{'precision': 0.6551724137931034, 'recall': 0.4789915966386555, 'f1-score': 0.5533980582524272, 'support': 119}","{'precision': 0.8670721112076455, 'recall': 0.9266480965645311, 'f1-score': 0.8958707360861758, 'support': 1077}","{'precision': 0.8565420560747663, 'recall': 0.910581222056632, 'f1-score': 0.8827353720202264, 'support': 2013}","{'precision': 0.7949240803956673, 'recall': 0.7859680250293771, 'f1-score': 0.7848154076920805, 'support': 2013}","{'precision': 0.8527011053831008, 'recall': 0.910581222056632, 'f1-score': 0.8794024396301543, 'support': 2013}",0.15213876962661743,9,0.07759056240320206
