ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1048}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1983}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1983}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1983}",1.957769751548767,0,2.2382991313934326
"{'precision': 0.9454545454545454, 'recall': 0.06372549019607843, 'f1-score': 0.11940298507462684, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8020378457059679, 'recall': 0.5257633587786259, 'f1-score': 0.6351585014409221, 'support': 1048}","{'precision': 0.8126684636118598, 'recall': 0.3040847201210287, 'f1-score': 0.44256880733944953, 'support': 1983}","{'precision': 0.5824974637201711, 'recall': 0.1964962829915681, 'f1-score': 0.251520495505183, 'support': 1983}","{'precision': 0.8129231323201026, 'recall': 0.3040847201210287, 'f1-score': 0.3848103607317105, 'support': 1983}",1.3822821378707886,1,1.63031804561615
"{'precision': 0.8298850574712644, 'recall': 0.4424019607843137, 'f1-score': 0.5771382893685052, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8431372549019608, 'recall': 0.6564885496183206, 'f1-score': 0.7381974248927038, 'support': 1048}","{'precision': 0.8385291766586731, 'recall': 0.5289964699949571, 'f1-score': 0.6487322201607915, 'support': 1983}","{'precision': 0.5576741041244083, 'recall': 0.3662968368008781, 'f1-score': 0.43844523808706964, 'support': 1983}","{'precision': 0.7870872667845723, 'recall': 0.5289964699949571, 'f1-score': 0.6276226653617014, 'support': 1983}",1.3932585716247559,2,1.1973662376403809
"{'precision': 0.8033707865168539, 'recall': 0.7009803921568627, 'f1-score': 0.7486910994764397, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8560523446019629, 'recall': 0.7490458015267175, 'f1-score': 0.7989821882951654, 'support': 1048}","{'precision': 0.8330263965623081, 'recall': 0.6843166918809884, 'f1-score': 0.7513842746400886, 'support': 1983}","{'precision': 0.5531410437062723, 'recall': 0.4833420645611934, 'f1-score': 0.5158910959238684, 'support': 1983}","{'precision': 0.7830022284118053, 'recall': 0.6843166918809884, 'f1-score': 0.73034052975598, 'support': 1983}",0.7612314820289612,3,1.0999445915222168
"{'precision': 0.8041504539559015, 'recall': 0.7598039215686274, 'f1-score': 0.7813484562066794, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.851890756302521, 'recall': 0.773854961832061, 'f1-score': 0.8109999999999999, 'support': 1048}","{'precision': 0.8305281485780616, 'recall': 0.7216338880484114, 'f1-score': 0.7722611980572045, 'support': 1983}","{'precision': 0.5520137367528074, 'recall': 0.5112196278002296, 'f1-score': 0.5307828187355598, 'support': 1983}","{'precision': 0.7811236929062317, 'recall': 0.7216338880484114, 'f1-score': 0.7501302774909985, 'support': 1983}",0.9017698168754578,4,0.8209606409072876
"{'precision': 0.7804583835946924, 'recall': 0.7928921568627451, 'f1-score': 0.7866261398176292, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8467661691542289, 'recall': 0.8120229007633588, 'f1-score': 0.8290306867998052, 'support': 1048}","{'precision': 0.816793893129771, 'recall': 0.7554210791729703, 'f1-score': 0.7849096148807966, 'support': 1983}","{'precision': 0.5424081842496404, 'recall': 0.534971685875368, 'f1-score': 0.5385522755391449, 'support': 1983}","{'precision': 0.768666155464902, 'recall': 0.7554210791729703, 'f1-score': 0.7618311093582356, 'support': 1983}",1.242087483406067,5,0.516933262348175
"{'precision': 0.8014796547472256, 'recall': 0.7965686274509803, 'f1-score': 0.7990165949600491, 'support': 816}","{'precision': 0.75, 'recall': 0.05042016806722689, 'f1-score': 0.09448818897637797, 'support': 119}","{'precision': 0.8602794411177644, 'recall': 0.8225190839694656, 'f1-score': 0.8409756097560975, 'support': 1048}","{'precision': 0.8336079077429983, 'recall': 0.7655068078668684, 'f1-score': 0.7981072555205048, 'support': 1983}","{'precision': 0.8039196986216633, 'recall': 0.5565026264958909, 'f1-score': 0.5781601312308415, 'support': 1983}","{'precision': 0.829465583744404, 'recall': 0.7655068078668684, 'f1-score': 0.7789127962682698, 'support': 1983}",1.1402844190597534,6,0.5435749292373657
"{'precision': 0.8404255319148937, 'recall': 0.7745098039215687, 'f1-score': 0.806122448979592, 'support': 816}","{'precision': 0.7058823529411765, 'recall': 0.10084033613445378, 'f1-score': 0.1764705882352941, 'support': 119}","{'precision': 0.8570038910505836, 'recall': 0.8406488549618321, 'f1-score': 0.8487475915221581, 'support': 1048}","{'precision': 0.8486366165831942, 'recall': 0.7690368129097327, 'f1-score': 0.8068783068783069, 'support': 1983}","{'precision': 0.801103925302218, 'recall': 0.5719996650059515, 'f1-score': 0.6104468762456814, 'support': 1983}","{'precision': 0.8411131174299368, 'recall': 0.7690368129097327, 'f1-score': 0.7908640414939831, 'support': 1983}",0.7049791216850281,7,0.4830128848552704
"{'precision': 0.8131868131868132, 'recall': 0.8161764705882353, 'f1-score': 0.8146788990825687, 'support': 816}","{'precision': 0.6875, 'recall': 0.18487394957983194, 'f1-score': 0.2913907284768212, 'support': 119}","{'precision': 0.8637709772951628, 'recall': 0.8349236641221374, 'f1-score': 0.8491023774866568, 'support': 1048}","{'precision': 0.8385193133047211, 'recall': 0.7881996974281392, 'f1-score': 0.8125812321289316, 'support': 1983}","{'precision': 0.7881525968273254, 'recall': 0.6119913614300682, 'f1-score': 0.6517240016820156, 'support': 1983}","{'precision': 0.8323776720956986, 'recall': 0.7881996974281392, 'f1-score': 0.8014688703712225, 'support': 1983}",0.8248282670974731,8,0.32286757230758667
"{'precision': 0.8376623376623377, 'recall': 0.7904411764705882, 'f1-score': 0.8133669609079446, 'support': 816}","{'precision': 0.7419354838709677, 'recall': 0.19327731092436976, 'f1-score': 0.30666666666666664, 'support': 119}","{'precision': 0.8658051689860835, 'recall': 0.8311068702290076, 'f1-score': 0.8481012658227848, 'support': 1048}","{'precision': 0.8516878804648589, 'recall': 0.7760968229954615, 'f1-score': 0.8121372031662268, 'support': 1983}","{'precision': 0.8151343301731296, 'recall': 0.6049417858746552, 'f1-score': 0.6560449644657987, 'support': 1983}","{'precision': 0.8467910273376339, 'recall': 0.7760968229954615, 'f1-score': 0.801316641460663, 'support': 1983}",1.5410600900650024,9,0.23117080330848694
"{'precision': 0.8290366350067843, 'recall': 0.7487745098039216, 'f1-score': 0.7868641339343206, 'support': 816}","{'precision': 0.6585365853658537, 'recall': 0.226890756302521, 'f1-score': 0.3375, 'support': 119}","{'precision': 0.9016759776536313, 'recall': 0.7700381679389313, 'f1-score': 0.8306742151312403, 'support': 1048}","{'precision': 0.8637178720860729, 'recall': 0.7286938981341402, 'f1-score': 0.7904814004376367, 'support': 1983}","{'precision': 0.7964163993420897, 'recall': 0.5819011446817913, 'f1-score': 0.6516794496885203, 'support': 1983}","{'precision': 0.8571942372188996, 'recall': 0.7286938981341402, 'f1-score': 0.7830510392072342, 'support': 1983}",0.8872255682945251,10,0.2515796720981598
"{'precision': 0.8236040609137056, 'recall': 0.7953431372549019, 'f1-score': 0.8092269326683291, 'support': 816}","{'precision': 0.6470588235294118, 'recall': 0.2773109243697479, 'f1-score': 0.38823529411764707, 'support': 119}","{'precision': 0.8542074363992173, 'recall': 0.8330152671755725, 'f1-score': 0.8434782608695652, 'support': 1048}","{'precision': 0.8355722729715207, 'recall': 0.7841654059505799, 'f1-score': 0.8090530697190428, 'support': 1983}","{'precision': 0.7749567736141115, 'recall': 0.6352231096000741, 'f1-score': 0.6803134958851805, 'support': 1983}","{'precision': 0.8291832108179341, 'recall': 0.7841654059505799, 'f1-score': 0.8020647475787498, 'support': 1983}",0.43117189407348633,11,0.18865017592906952
