ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1064}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}",2.066894054412842,0,2.2461557388305664
"{'precision': 0.910828025477707, 'recall': 0.17676143386897405, 'f1-score': 0.29606625258799174, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6816927322907084, 'recall': 0.6964285714285714, 'f1-score': 0.6889818688981869, 'support': 1064}","{'precision': 0.7106109324758842, 'recall': 0.44377510040160645, 'f1-score': 0.546353522867738, 'support': 1992}","{'precision': 0.5308402525894719, 'recall': 0.2910633350991818, 'f1-score': 0.3283493738287262, 'support': 1992}","{'precision': 0.7340265761891459, 'recall': 0.44377510040160645, 'f1-score': 0.4882501540418455, 'support': 1992}",1.847989559173584,1,2.0883843898773193
"{'precision': 0.7841225626740947, 'recall': 0.695920889987639, 'f1-score': 0.7373935821872954, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7511032656663724, 'recall': 0.799812030075188, 'f1-score': 0.7746927628584432, 'support': 1064}","{'precision': 0.763911399243652, 'recall': 0.7098393574297188, 'f1-score': 0.7358834244080145, 'support': 1992}","{'precision': 0.5117419427801557, 'recall': 0.49857764002094235, 'f1-score': 0.5040287816819129, 'support': 1992}","{'precision': 0.7196430862813066, 'recall': 0.7098393574297188, 'f1-score': 0.7132653150958361, 'support': 1992}",1.8012877702713013,2,1.7056655883789062
"{'precision': 0.7997416020671835, 'recall': 0.765142150803461, 'f1-score': 0.7820593809222994, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8001841620626151, 'recall': 0.8167293233082706, 'f1-score': 0.8083720930232557, 'support': 1064}","{'precision': 0.8, 'recall': 0.7469879518072289, 'f1-score': 0.7725856697819314, 'support': 1992}","{'precision': 0.5333085880432662, 'recall': 0.5272904913705773, 'f1-score': 0.5301438246485184, 'support': 1992}","{'precision': 0.7522022612986817, 'recall': 0.7469879518072289, 'f1-score': 0.7493945512765484, 'support': 1992}",1.4325088262557983,3,1.3331785202026367
"{'precision': 0.8152866242038217, 'recall': 0.7911001236093943, 'f1-score': 0.8030112923462986, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8674443266171792, 'recall': 0.768796992481203, 'f1-score': 0.815146985550573, 'support': 1064}","{'precision': 0.84375, 'recall': 0.7319277108433735, 'f1-score': 0.7838709677419354, 'support': 1992}","{'precision': 0.5609103169403337, 'recall': 0.5199657053635325, 'f1-score': 0.5393860926322905, 'support': 1992}","{'precision': 0.79444158760119, 'recall': 0.7319277108433735, 'f1-score': 0.7615223534809062, 'support': 1992}",1.2328847646713257,4,1.2357046604156494
"{'precision': 0.797153024911032, 'recall': 0.830655129789864, 'f1-score': 0.8135593220338984, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.853448275862069, 'recall': 0.8374060150375939, 'f1-score': 0.8453510436432637, 'support': 1064}","{'precision': 0.8282988871224165, 'recall': 0.7846385542168675, 'f1-score': 0.805877803557618, 'support': 1992}","{'precision': 0.5502004335910337, 'recall': 0.5560203816091526, 'f1-score': 0.5529701218923874, 'support': 1992}","{'precision': 0.7796012864810573, 'recall': 0.7846385542168675, 'f1-score': 0.7819392580129801, 'support': 1992}",1.010888695716858,5,1.0843944549560547
"{'precision': 0.8181818181818182, 'recall': 0.8121137206427689, 'f1-score': 0.8151364764267992, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8482824427480916, 'recall': 0.8355263157894737, 'f1-score': 0.8418560606060606, 'support': 1064}","{'precision': 0.8352242031334414, 'recall': 0.7761044176706827, 'f1-score': 0.8045797553994276, 'support': 1992}","{'precision': 0.5554880869766367, 'recall': 0.5492133454774142, 'f1-score': 0.5523308456776199, 'support': 1992}","{'precision': 0.7853823343338656, 'recall': 0.7761044176706827, 'f1-score': 0.7807129808805868, 'support': 1992}",1.0848208665847778,6,1.1719255447387695
"{'precision': 0.8447368421052631, 'recall': 0.7935723114956736, 'f1-score': 0.8183556405353728, 'support': 809}","{'precision': 1.0, 'recall': 0.08403361344537816, 'f1-score': 0.1550387596899225, 'support': 119}","{'precision': 0.8331788693234476, 'recall': 0.8449248120300752, 'f1-score': 0.8390107326178254, 'support': 1064}","{'precision': 0.8388318009734992, 'recall': 0.7786144578313253, 'f1-score': 0.8076021869304869, 'support': 1992}","{'precision': 0.8926385704762368, 'recall': 0.574176912323709, 'f1-score': 0.6041350442810403, 'support': 1992}","{'precision': 0.8478385653731457, 'recall': 0.7786144578313253, 'f1-score': 0.7897624222397508, 'support': 1992}",0.9672492742538452,7,0.9464870095252991
"{'precision': 0.8361075544174136, 'recall': 0.8071693448702101, 'f1-score': 0.8213836477987421, 'support': 809}","{'precision': 0.8, 'recall': 0.3025210084033613, 'f1-score': 0.4390243902439024, 'support': 119}","{'precision': 0.8525214081826832, 'recall': 0.8421052631578947, 'f1-score': 0.8472813238770686, 'support': 1064}","{'precision': 0.8444326052210975, 'recall': 0.7956827309236948, 'f1-score': 0.8193331610235204, 'support': 1992}","{'precision': 0.8295429875333656, 'recall': 0.6505985388104887, 'f1-score': 0.7025631206399043, 'support': 1992}","{'precision': 0.8427177659789471, 'recall': 0.7956827309236948, 'f1-score': 0.8123748002577348, 'support': 1992}",1.0621551275253296,8,0.991431474685669
"{'precision': 0.8174904942965779, 'recall': 0.7972805933250927, 'f1-score': 0.8072590738423029, 'support': 809}","{'precision': 0.6129032258064516, 'recall': 0.31932773109243695, 'f1-score': 0.4198895027624309, 'support': 119}","{'precision': 0.8689516129032258, 'recall': 0.8101503759398496, 'f1-score': 0.8385214007782101, 'support': 1064}","{'precision': 0.8383071079761258, 'recall': 0.7756024096385542, 'f1-score': 0.8057366362451107, 'support': 1992}","{'precision': 0.7664484443354184, 'recall': 0.6422529001191264, 'f1-score': 0.6885566591276481, 'support': 1992}","{'precision': 0.8327559286575962, 'recall': 0.7756024096385542, 'f1-score': 0.800816371483518, 'support': 1992}",1.0118035078048706,9,0.8177569508552551
