ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8737864077669902, 'recall': 0.25375939849624063, 'f1-score': 0.3932993445010925, 'support': 1064}","{'precision': 0.8737864077669902, 'recall': 0.1355421686746988, 'f1-score': 0.2346805736636245, 'support': 1992}","{'precision': 0.2912621359223301, 'recall': 0.08458646616541354, 'f1-score': 0.13109978150036417, 'support': 1992}","{'precision': 0.46672125394783015, 'recall': 0.13554216867469882, 'f1-score': 0.21007555348853535, 'support': 1992}",1.9887316226959229,0,2.265819787979126
"{'precision': 0.7333333333333333, 'recall': 0.24474660074165636, 'f1-score': 0.3670064874884152, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7434908389585342, 'recall': 0.724624060150376, 'f1-score': 0.7339362208472157, 'support': 1064}","{'precision': 0.7413925019127774, 'recall': 0.4864457831325301, 'f1-score': 0.5874507426492876, 'support': 1992}","{'precision': 0.4922747240972892, 'recall': 0.3231235536306774, 'f1-score': 0.3669809027785436, 'support': 1992}","{'precision': 0.6949502607020819, 'recall': 0.4864457831325301, 'f1-score': 0.5410724836142397, 'support': 1992}",1.882668137550354,1,1.8879419565200806
"{'precision': 0.7256857855361596, 'recall': 0.7194066749072929, 'f1-score': 0.7225325884543761, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8134878819810326, 'recall': 0.7255639097744361, 'f1-score': 0.7670144063586686, 'support': 1064}","{'precision': 0.7732724157624215, 'recall': 0.679718875502008, 'f1-score': 0.7234838364947903, 'support': 1992}","{'precision': 0.5130578891723974, 'recall': 0.4816568615605763, 'f1-score': 0.49651566493768157, 'support': 1992}","{'precision': 0.7292323829952669, 'recall': 0.679718875502008, 'f1-score': 0.7031286106552277, 'support': 1992}",1.5048311948776245,2,1.5840245485305786
"{'precision': 0.8130601792573624, 'recall': 0.7849196538936959, 'f1-score': 0.7987421383647798, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8362745098039216, 'recall': 0.8016917293233082, 'f1-score': 0.8186180422264875, 'support': 1064}","{'precision': 0.8262076624097724, 'recall': 0.7469879518072289, 'f1-score': 0.7846032164513578, 'support': 1992}","{'precision': 0.5497782296870947, 'recall': 0.5288704610723347, 'f1-score': 0.5391200601970891, 'support': 1992}","{'precision': 0.776888435467158, 'recall': 0.7469879518072289, 'f1-score': 0.7616425636877959, 'support': 1992}",1.3932031393051147,3,1.3838266134262085
"{'precision': 0.8186335403726708, 'recall': 0.8145859085290482, 'f1-score': 0.8166047087980174, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8381818181818181, 'recall': 0.8665413533834586, 'f1-score': 0.8521256931608133, 'support': 1064}","{'precision': 0.8299212598425196, 'recall': 0.7936746987951807, 'f1-score': 0.8113933795227097, 'support': 1992}","{'precision': 0.5522717861848296, 'recall': 0.5603757539708356, 'f1-score': 0.5562434673196103, 'support': 1992}","{'precision': 0.7801706770617195, 'recall': 0.7936746987951807, 'f1-score': 0.7867946520786653, 'support': 1992}",1.2254747152328491,4,1.2328499555587769
"{'precision': 0.8121059268600253, 'recall': 0.796044499381953, 'f1-score': 0.8039950062421972, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8442396313364056, 'recall': 0.8609022556390977, 'f1-score': 0.85248953001396, 'support': 1064}","{'precision': 0.8306709265175719, 'recall': 0.7831325301204819, 'f1-score': 0.8062015503875968, 'support': 1992}","{'precision': 0.5521151860654769, 'recall': 0.5523155850070168, 'f1-score': 0.5521615120853857, 'support': 1992}","{'precision': 0.7807553526966345, 'recall': 0.7831325301204819, 'f1-score': 0.7818678815184693, 'support': 1992}",1.1579134464263916,5,1.1170099973678589
"{'precision': 0.8305519897304237, 'recall': 0.799752781211372, 'f1-score': 0.8148614609571789, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8466542750929368, 'recall': 0.856203007518797, 'f1-score': 0.8514018691588785, 'support': 1064}","{'precision': 0.8398921832884098, 'recall': 0.7821285140562249, 'f1-score': 0.8099818040031194, 'support': 1992}","{'precision': 0.5590687549411202, 'recall': 0.5519852629100563, 'f1-score': 0.5554211100386858, 'support': 1992}","{'precision': 0.7895365001961835, 'recall': 0.7821285140562249, 'f1-score': 0.7857000555719902, 'support': 1992}",1.2662620544433594,6,1.0038461685180664
"{'precision': 0.7891637220259128, 'recall': 0.8281829419035847, 'f1-score': 0.8082026537997586, 'support': 809}","{'precision': 0.8333333333333334, 'recall': 0.08403361344537816, 'f1-score': 0.15267175572519087, 'support': 119}","{'precision': 0.8540076335877863, 'recall': 0.8411654135338346, 'f1-score': 0.8475378787878788, 'support': 1064}","{'precision': 0.8250392875851231, 'recall': 0.7906626506024096, 'f1-score': 0.8074852601896949, 'support': 1992}","{'precision': 0.8255015629823442, 'recall': 0.5844606562942658, 'f1-score': 0.6028040961042761, 'support': 1992}","{'precision': 0.8264378714473066, 'recall': 0.7906626506024096, 'f1-score': 0.7900523036574325, 'support': 1992}",1.2815660238265991,7,0.9402510523796082
"{'precision': 0.8281829419035847, 'recall': 0.8281829419035847, 'f1-score': 0.8281829419035847, 'support': 809}","{'precision': 0.8536585365853658, 'recall': 0.29411764705882354, 'f1-score': 0.43750000000000006, 'support': 119}","{'precision': 0.8702064896755162, 'recall': 0.831766917293233, 'f1-score': 0.8505526189332052, 'support': 1064}","{'precision': 0.8516336368505624, 'recall': 0.7981927710843374, 'f1-score': 0.8240476807463074, 'support': 1992}","{'precision': 0.8506826560548223, 'recall': 0.651355835418547, 'f1-score': 0.7054118536122633, 'support': 1992}","{'precision': 0.8521511399941806, 'recall': 0.7981927710843374, 'f1-score': 0.8167924129241617, 'support': 1992}",1.1841645240783691,8,0.8780871033668518
"{'precision': 0.8007334963325183, 'recall': 0.8096415327564895, 'f1-score': 0.8051628764597417, 'support': 809}","{'precision': 0.7368421052631579, 'recall': 0.35294117647058826, 'f1-score': 0.4772727272727273, 'support': 119}","{'precision': 0.8599221789883269, 'recall': 0.8308270676691729, 'f1-score': 0.8451242829827916, 'support': 1064}","{'precision': 0.8307934839726747, 'recall': 0.7936746987951807, 'f1-score': 0.8118100128369705, 'support': 1992}","{'precision': 0.7991659268613344, 'recall': 0.6644699256320835, 'f1-score': 0.7091866289050869, 'support': 1992}","{'precision': 0.8285315298709351, 'recall': 0.7936746987951807, 'f1-score': 0.8069199089834718, 'support': 1992}",0.947988748550415,9,0.7569984793663025
