ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8333333333333334, 'recall': 0.004677268475210477, 'f1-score': 0.009302325581395349, 'support': 1069}","{'precision': 0.8333333333333334, 'recall': 0.0025037556334501754, 'f1-score': 0.004992511233150275, 'support': 1997}","{'precision': 0.2777777777777778, 'recall': 0.0015590894917368256, 'f1-score': 0.0031007751937984496, 'support': 1997}","{'precision': 0.44608579535970627, 'recall': 0.0025037556334501754, 'f1-score': 0.004979562366806023, 'support': 1997}",1.746078372001648,1,2.235914468765259
"{'precision': 0.7055016181229773, 'recall': 0.2694684796044499, 'f1-score': 0.38998211091234347, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.758745476477684, 'recall': 0.5884003741814781, 'f1-score': 0.6628029504741834, 'support': 1069}","{'precision': 0.7442882249560633, 'recall': 0.4241362043064597, 'f1-score': 0.5403508771929825, 'support': 1997}","{'precision': 0.4880823648668871, 'recall': 0.28595628459530936, 'f1-score': 0.35092835379550896, 'support': 1997}","{'precision': 0.6919628059169418, 'recall': 0.4241362043064597, 'f1-score': 0.5127851185703495, 'support': 1997}",1.1790878772735596,2,1.3855383396148682
"{'precision': 0.7849117174959872, 'recall': 0.6044499381953028, 'f1-score': 0.6829608938547486, 'support': 809}","{'precision': 1.0, 'recall': 0.01680672268907563, 'f1-score': 0.03305785123966942, 'support': 119}","{'precision': 0.7628571428571429, 'recall': 0.7492984097287184, 'f1-score': 0.7560169891458235, 'support': 1069}","{'precision': 0.7713432835820896, 'recall': 0.6469704556835253, 'f1-score': 0.7037037037037037, 'support': 1997}","{'precision': 0.8492562867843767, 'recall': 0.4568516902043656, 'f1-score': 0.4906785780800805, 'support': 1997}","{'precision': 0.785922816809484, 'recall': 0.6469704556835253, 'f1-score': 0.6833407154846758, 'support': 1997}",0.9694182276725769,3,0.9591261744499207
"{'precision': 0.7568681318681318, 'recall': 0.681087762669963, 'f1-score': 0.7169811320754718, 'support': 809}","{'precision': 0.6551724137931034, 'recall': 0.15966386554621848, 'f1-score': 0.25675675675675674, 'support': 119}","{'precision': 0.8057416267942584, 'recall': 0.7876520112254444, 'f1-score': 0.7965941343424787, 'support': 1069}","{'precision': 0.7835738068812431, 'recall': 0.7070605908863294, 'f1-score': 0.7433535140826533, 'support': 1997}","{'precision': 0.7392607241518312, 'recall': 0.5428012131472086, 'f1-score': 0.5901106743915691, 'support': 1997}","{'precision': 0.7769702728922183, 'recall': 0.7070605908863294, 'f1-score': 0.7321737203381173, 'support': 1997}",0.646243691444397,4,0.3849693238735199
"{'precision': 0.7397590361445783, 'recall': 0.7589616810877626, 'f1-score': 0.7492373398413666, 'support': 809}","{'precision': 0.5862068965517241, 'recall': 0.14285714285714285, 'f1-score': 0.22972972972972971, 'support': 119}","{'precision': 0.843322818086225, 'recall': 0.7502338634237605, 'f1-score': 0.7940594059405941, 'support': 1069}","{'precision': 0.7917127071823205, 'recall': 0.7175763645468203, 'f1-score': 0.7528237457315472, 'support': 1997}","{'precision': 0.7230962502608426, 'recall': 0.5506842291228886, 'f1-score': 0.5910088251705635, 'support': 1997}","{'precision': 0.786046957168149, 'recall': 0.7175763645468203, 'f1-score': 0.7422735857386071, 'support': 1997}",0.5780900120735168,5,0.4548727869987488
"{'precision': 0.8156748911465893, 'recall': 0.6946847960444994, 'f1-score': 0.7503337783711616, 'support': 809}","{'precision': 0.5714285714285714, 'recall': 0.23529411764705882, 'f1-score': 0.3333333333333333, 'support': 119}","{'precision': 0.8407707910750507, 'recall': 0.775491113189897, 'f1-score': 0.8068126520681265, 'support': 1069}","{'precision': 0.8230858468677494, 'recall': 0.7105658487731598, 'f1-score': 0.762698199408761, 'support': 1997}","{'precision': 0.7426247512167371, 'recall': 0.5684900089604851, 'f1-score': 0.6301599212575405, 'support': 1997}","{'precision': 0.8145543127675613, 'recall': 0.7105658487731598, 'f1-score': 0.755718286644849, 'support': 1997}",2.2509634494781494,6,0.22154560685157776
"{'precision': 0.7975871313672922, 'recall': 0.7354758961681088, 'f1-score': 0.7652733118971061, 'support': 809}","{'precision': 0.6153846153846154, 'recall': 0.20168067226890757, 'f1-score': 0.3037974683544304, 'support': 119}","{'precision': 0.8411306042884991, 'recall': 0.8072965388213283, 'f1-score': 0.8238663484486873, 'support': 1069}","{'precision': 0.8183324130314743, 'recall': 0.7421131697546319, 'f1-score': 0.7783613445378152, 'support': 1997}","{'precision': 0.7513674503468022, 'recall': 0.581484369086115, 'f1-score': 0.6309790429000746, 'support': 1997}","{'precision': 0.8100387453637027, 'recall': 0.7421131697546319, 'f1-score': 0.7691392761895759, 'support': 1997}",0.7206217050552368,7,0.18572433292865753
"{'precision': 0.8091397849462365, 'recall': 0.7441285537700866, 'f1-score': 0.7752736638763684, 'support': 809}","{'precision': 0.543859649122807, 'recall': 0.2605042016806723, 'f1-score': 0.35227272727272724, 'support': 119}","{'precision': 0.8286270691333982, 'recall': 0.7960710944808232, 'f1-score': 0.8120229007633588, 'support': 1069}","{'precision': 0.811816192560175, 'recall': 0.7431146720080121, 'f1-score': 0.7759477124183007, 'support': 1997}","{'precision': 0.7272088344008139, 'recall': 0.6002346166438607, 'f1-score': 0.6465230973041515, 'support': 1997}","{'precision': 0.8037635058441273, 'recall': 0.7431146720080121, 'f1-score': 0.7697392736792524, 'support': 1997}",0.8277717232704163,8,0.16311419010162354
"{'precision': 0.7435597189695551, 'recall': 0.7849196538936959, 'f1-score': 0.7636800962116658, 'support': 809}","{'precision': 0.5714285714285714, 'recall': 0.33613445378151263, 'f1-score': 0.4232804232804233, 'support': 119}","{'precision': 0.8546747967479674, 'recall': 0.7867165575304023, 'f1-score': 0.8192888455918168, 'support': 1069}","{'precision': 0.7945492662473794, 'recall': 0.7591387080620932, 'f1-score': 0.7764404609475032, 'support': 1997}","{'precision': 0.7232210290486979, 'recall': 0.6359235550685369, 'f1-score': 0.6687497883613019, 'support': 1997}","{'precision': 0.7927827593239595, 'recall': 0.7591387080620932, 'f1-score': 0.7731634171974262, 'support': 1997}",0.8515777587890625,9,0.1558983027935028
"{'precision': 0.8088235294117647, 'recall': 0.7478368355995055, 'f1-score': 0.77713551701991, 'support': 809}","{'precision': 0.56, 'recall': 0.35294117647058826, 'f1-score': 0.4329896907216495, 'support': 119}","{'precision': 0.861228813559322, 'recall': 0.7605238540692236, 'f1-score': 0.8077496274217586, 'support': 1069}","{'precision': 0.8262591963780419, 'recall': 0.7310966449674512, 'f1-score': 0.7757704569606803, 'support': 1997}","{'precision': 0.7433507809903622, 'recall': 0.6204339553797725, 'f1-score': 0.6726249450544394, 'support': 1997}","{'precision': 0.8220489919824902, 'recall': 0.7310966449674512, 'f1-score': 0.7730159029438375, 'support': 1997}",0.6060189604759216,10,0.0915684774518013
