ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.9259259259259259, 'recall': 0.12254901960784313, 'f1-score': 0.21645021645021648, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6880984952120383, 'recall': 0.4799618320610687, 'f1-score': 0.5654862282181, 'support': 1048}","{'precision': 0.7187127532777116, 'recall': 0.3040847201210287, 'f1-score': 0.42735648476257965, 'support': 1983}","{'precision': 0.5380081403793214, 'recall': 0.20083695055630393, 'f1-score': 0.2606454815561055, 'support': 1983}","{'precision': 0.7446710935641814, 'recall': 0.3040847201210287, 'f1-score': 0.3879238244054188, 'support': 1983}",2.0323188304901123,0,1.7539077997207642
"{'precision': 0.7595092024539877, 'recall': 0.758578431372549, 'f1-score': 0.7590435315757205, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7784090909090909, 'recall': 0.7843511450381679, 'f1-score': 0.7813688212927755, 'support': 1048}","{'precision': 0.7701763762693746, 'recall': 0.7266767523953606, 'f1-score': 0.7477944992215879, 'support': 1983}","{'precision': 0.5126394311210262, 'recall': 0.5143098588035723, 'f1-score': 0.5134707842894987, 'support': 1983}","{'precision': 0.7239194334216749, 'recall': 0.7266767523953606, 'f1-score': 0.7252920052852327, 'support': 1983}",1.0516228675842285,1,1.3000972270965576
"{'precision': 0.766109785202864, 'recall': 0.7867647058823529, 'f1-score': 0.7762998790810157, 'support': 816}","{'precision': 0.7692307692307693, 'recall': 0.08403361344537816, 'f1-score': 0.15151515151515152, 'support': 119}","{'precision': 0.8240384615384615, 'recall': 0.8177480916030534, 'f1-score': 0.8208812260536398, 'support': 1048}","{'precision': 0.7979904812268641, 'recall': 0.7609682299546142, 'f1-score': 0.7790397521941147, 'support': 1983}","{'precision': 0.7864596719906983, 'recall': 0.5628488036435949, 'f1-score': 0.5828987522166024, 'support': 1983}","{'precision': 0.796911928369292, 'recall': 0.7609682299546142, 'f1-score': 0.7623673874254293, 'support': 1983}",0.9205353856086731,2,0.7877180576324463
"{'precision': 0.8365384615384616, 'recall': 0.7463235294117647, 'f1-score': 0.788860103626943, 'support': 816}","{'precision': 0.6976744186046512, 'recall': 0.25210084033613445, 'f1-score': 0.37037037037037035, 'support': 119}","{'precision': 0.8808080808080808, 'recall': 0.8320610687022901, 'f1-score': 0.8557409224730127, 'support': 1048}","{'precision': 0.8580352072685974, 'recall': 0.761976802824004, 'f1-score': 0.8071581196581196, 'support': 1983}","{'precision': 0.8050069869837312, 'recall': 0.6101618128167298, 'f1-score': 0.6716571321567754, 'support': 1983}","{'precision': 0.8516013661705532, 'recall': 0.761976802824004, 'f1-score': 0.7990924888478954, 'support': 1983}",1.0852161645889282,3,0.8221370577812195
"{'precision': 0.8178484107579462, 'recall': 0.8198529411764706, 'f1-score': 0.8188494492044063, 'support': 816}","{'precision': 0.5901639344262295, 'recall': 0.3025210084033613, 'f1-score': 0.39999999999999997, 'support': 119}","{'precision': 0.8717171717171717, 'recall': 0.8234732824427481, 'f1-score': 0.8469087340529932, 'support': 1048}","{'precision': 0.8389513108614233, 'recall': 0.7907211296016137, 'f1-score': 0.814122533748702, 'support': 1983}","{'precision': 0.7599098389671157, 'recall': 0.6486157440075266, 'f1-score': 0.6885860610857998, 'support': 1983}","{'precision': 0.8326542649192139, 'recall': 0.7907211296016137, 'f1-score': 0.8085433705690027, 'support': 1983}",0.6627487540245056,4,0.47911587357521057
"{'precision': 0.7779097387173397, 'recall': 0.8026960784313726, 'f1-score': 0.7901085645355851, 'support': 816}","{'precision': 0.7021276595744681, 'recall': 0.2773109243697479, 'f1-score': 0.39759036144578314, 'support': 119}","{'precision': 0.8797979797979798, 'recall': 0.8311068702290076, 'f1-score': 0.8547595682041217, 'support': 1048}","{'precision': 0.8296966471527408, 'recall': 0.7861825516893596, 'f1-score': 0.807353702744692, 'support': 1983}","{'precision': 0.7866117926965958, 'recall': 0.6370379576767093, 'f1-score': 0.68081949806183, 'support': 1983}","{'precision': 0.8272091886590992, 'recall': 0.7861825516893596, 'f1-score': 0.8007210636162406, 'support': 1983}",0.5362327098846436,5,0.4167122542858124
"{'precision': 0.8409090909090909, 'recall': 0.7708333333333334, 'f1-score': 0.8043478260869567, 'support': 816}","{'precision': 0.6666666666666666, 'recall': 0.3697478991596639, 'f1-score': 0.47567567567567576, 'support': 119}","{'precision': 0.8514285714285714, 'recall': 0.8530534351145038, 'f1-score': 0.8522402287893232, 'support': 1048}","{'precision': 0.8406652360515021, 'recall': 0.7902168431669188, 'f1-score': 0.8146607746295815, 'support': 1983}","{'precision': 0.7863347763347764, 'recall': 0.6645448892025004, 'f1-score': 0.7107545768506519, 'support': 1983}","{'precision': 0.8360122513223875, 'recall': 0.7902168431669188, 'f1-score': 0.8099349426442626, 'support': 1983}",0.3969278335571289,6,0.30177417397499084
"{'precision': 0.82875, 'recall': 0.8125, 'f1-score': 0.8205445544554456, 'support': 816}","{'precision': 0.6617647058823529, 'recall': 0.37815126050420167, 'f1-score': 0.4812834224598931, 'support': 119}","{'precision': 0.8322813345356177, 'recall': 0.8807251908396947, 'f1-score': 0.8558182661103385, 'support': 1048}","{'precision': 0.8249873545776429, 'recall': 0.8224911749873929, 'f1-score': 0.8237373737373738, 'support': 1983}","{'precision': 0.7742653468059902, 'recall': 0.6904588171146321, 'f1-score': 0.7192154143418924, 'support': 1983}","{'precision': 0.8205954808841791, 'recall': 0.8224911749873929, 'f1-score': 0.8188273457347481, 'support': 1983}",0.4661538302898407,7,0.3980710804462433
"{'precision': 0.8191349934469201, 'recall': 0.7659313725490197, 'f1-score': 0.7916402786573782, 'support': 816}","{'precision': 0.7916666666666666, 'recall': 0.4789915966386555, 'f1-score': 0.5968586387434555, 'support': 119}","{'precision': 0.8841778697001034, 'recall': 0.8158396946564885, 'f1-score': 0.8486352357320098, 'support': 1048}","{'precision': 0.8529411764705882, 'recall': 0.7750882501260716, 'f1-score': 0.8121532364597093, 'support': 1983}","{'precision': 0.83165984327123, 'recall': 0.6869208879480545, 'f1-score': 0.7457113843776145, 'support': 1983}","{'precision': 0.8518612684980981, 'recall': 0.7750882501260716, 'f1-score': 0.8100728050640635, 'support': 1983}",0.8532681465148926,8,0.2712327241897583
"{'precision': 0.8197320341047503, 'recall': 0.8247549019607843, 'f1-score': 0.8222357971899816, 'support': 816}","{'precision': 0.65625, 'recall': 0.5294117647058824, 'f1-score': 0.586046511627907, 'support': 119}","{'precision': 0.8728155339805825, 'recall': 0.857824427480916, 'f1-score': 0.865255052935515, 'support': 1048}","{'precision': 0.8397534668721109, 'recall': 0.8245083207261724, 'f1-score': 0.8320610687022901, 'support': 1983}","{'precision': 0.7829325226951109, 'recall': 0.7373303647158608, 'f1-score': 0.7578457872511345, 'support': 1983}","{'precision': 0.8379756779834224, 'recall': 0.8245083207261724, 'f1-score': 0.8307973983192969, 'support': 1983}",0.5350664258003235,9,0.23392581939697266
