ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 1.0, 'recall': 0.0009398496240601503, 'f1-score': 0.0018779342723004692, 'support': 1064}","{'precision': 1.0, 'recall': 0.000502008032128514, 'f1-score': 0.0010035122930255895, 'support': 1992}","{'precision': 0.3333333333333333, 'recall': 0.0003132832080200501, 'f1-score': 0.0006259780907668231, 'support': 1992}","{'precision': 0.5341365461847389, 'recall': 0.000502008032128514, 'f1-score': 0.0010030733261685238, 'support': 1992}",2.1588172912597656,0,2.305788993835449
"{'precision': 0.6194029850746269, 'recall': 0.20519159456118666, 'f1-score': 0.308263695450325, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6798245614035088, 'recall': 0.7283834586466166, 'f1-score': 0.7032667876588022, 'support': 1064}","{'precision': 0.6683238636363636, 'recall': 0.4723895582329317, 'f1-score': 0.5535294117647058, 'support': 1992}","{'precision': 0.4330758488260453, 'recall': 0.3111916844026011, 'f1-score': 0.3371768277030424, 'support': 1992}","{'precision': 0.6146738696077844, 'recall': 0.4723895582329317, 'f1-score': 0.5008339315704209, 'support': 1992}",1.7825779914855957,1,1.9715806245803833
"{'precision': 0.7954198473282442, 'recall': 0.6440049443757726, 'f1-score': 0.7117486338797815, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.739424703891709, 'recall': 0.8214285714285714, 'f1-score': 0.7782724844167409, 'support': 1064}","{'precision': 0.7593903102885139, 'recall': 0.7003012048192772, 'f1-score': 0.7286497780099243, 'support': 1992}","{'precision': 0.5116148504066511, 'recall': 0.48847783860144806, 'f1-score': 0.4966737060988408, 'support': 1992}","{'precision': 0.7179932436894216, 'recall': 0.7003012048192772, 'f1-score': 0.7047623334478692, 'support': 1992}",1.5653854608535767,2,1.599035382270813
"{'precision': 0.78998778998779, 'recall': 0.799752781211372, 'f1-score': 0.7948402948402947, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7988774555659495, 'recall': 0.8026315789473685, 'f1-score': 0.8007501172058133, 'support': 1064}","{'precision': 0.795021186440678, 'recall': 0.7535140562248996, 'f1-score': 0.7737113402061856, 'support': 1992}","{'precision': 0.5296217485179131, 'recall': 0.5341281200529134, 'f1-score': 0.531863470682036, 'support': 1992}","{'precision': 0.7475430395694239, 'recall': 0.7535140562248996, 'f1-score': 0.7505140176871405, 'support': 1992}",1.4613598585128784,3,1.3044240474700928
"{'precision': 0.7609195402298851, 'recall': 0.8182941903584673, 'f1-score': 0.7885646217986897, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8371428571428572, 'recall': 0.8261278195488722, 'f1-score': 0.8315988647114475, 'support': 1064}","{'precision': 0.8026041666666667, 'recall': 0.7735943775100401, 'f1-score': 0.7878323108384457, 'support': 1992}","{'precision': 0.5326874657909141, 'recall': 0.5481406699691131, 'f1-score': 0.5400544955033791, 'support': 1992}","{'precision': 0.7561766606656511, 'recall': 0.7735943775100401, 'f1-score': 0.7644427565703414, 'support': 1992}",1.383034586906433,4,1.1740630865097046
"{'precision': 0.8076923076923077, 'recall': 0.830655129789864, 'f1-score': 0.8190127970749542, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7840416305290546, 'recall': 0.849624060150376, 'f1-score': 0.8155164636896707, 'support': 1064}","{'precision': 0.7939546599496222, 'recall': 0.7911646586345381, 'f1-score': 0.7925572039225546, 'support': 1992}","{'precision': 0.5305779794071208, 'recall': 0.5600930633134134, 'f1-score': 0.5448430869215416, 'support': 1992}","{'precision': 0.746808921589353, 'recall': 0.7911646586345381, 'f1-score': 0.7682183083330559, 'support': 1992}",1.28452730178833,5,1.0887480974197388
"{'precision': 0.8087697929354446, 'recall': 0.8207663782447466, 'f1-score': 0.8147239263803681, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7845117845117845, 'recall': 0.8759398496240601, 'f1-score': 0.827708703374778, 'support': 1064}","{'precision': 0.794425087108014, 'recall': 0.8012048192771084, 'f1-score': 0.7978005498625345, 'support': 1992}","{'precision': 0.5310938591490764, 'recall': 0.5655687426229355, 'f1-score': 0.5474775432517154, 'support': 1992}","{'precision': 0.747497641167326, 'recall': 0.8012048192771084, 'f1-score': 0.7729888136709244, 'support': 1992}",1.2436522245407104,6,1.037773847579956
"{'precision': 0.8035714285714286, 'recall': 0.8343634116192831, 'f1-score': 0.818677986658581, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8492890995260663, 'recall': 0.8421052631578947, 'f1-score': 0.8456819254365268, 'support': 1064}","{'precision': 0.829023746701847, 'recall': 0.7886546184738956, 'f1-score': 0.8083354772317982, 'support': 1992}","{'precision': 0.5509535093658317, 'recall': 0.5588228915923926, 'f1-score': 0.554786637365036, 'support': 1992}","{'precision': 0.7799863893624601, 'recall': 0.7886546184738956, 'f1-score': 0.7841948091723175, 'support': 1992}",1.2161065340042114,7,0.9726150035858154
"{'precision': 0.813810110974106, 'recall': 0.8158220024721878, 'f1-score': 0.8148148148148148, 'support': 809}","{'precision': 0.5, 'recall': 0.008403361344537815, 'f1-score': 0.01652892561983471, 'support': 119}","{'precision': 0.8561776061776062, 'recall': 0.8336466165413534, 'f1-score': 0.8447619047619048, 'support': 1064}","{'precision': 0.8372093023255814, 'recall': 0.7771084337349398, 'f1-score': 0.8060400937255923, 'support': 1992}","{'precision': 0.7233292390505707, 'recall': 0.552623993452693, 'f1-score': 0.5587018817321848, 'support': 1992}","{'precision': 0.8176934501762173, 'recall': 0.7771084337349398, 'f1-score': 0.78312188453846, 'support': 1992}",1.1749293804168701,8,1.1250802278518677
"{'precision': 0.8317880794701987, 'recall': 0.7762669962917181, 'f1-score': 0.8030690537084398, 'support': 809}","{'precision': 0.8695652173913043, 'recall': 0.16806722689075632, 'f1-score': 0.2816901408450705, 'support': 119}","{'precision': 0.8752556237218814, 'recall': 0.8045112781954887, 'f1-score': 0.8383937316356515, 'support': 1064}","{'precision': 0.856492027334852, 'recall': 0.7550200803212851, 'f1-score': 0.8025613660618997, 'support': 1992}","{'precision': 0.8588696401944614, 'recall': 0.5829485004593211, 'f1-score': 0.6410509753963872, 'support': 1992}","{'precision': 0.8572624502013242, 'recall': 0.7550200803212851, 'f1-score': 0.7907906233288274, 'support': 1992}",1.1788997650146484,9,0.8920892477035522
