ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.7333333333333333, 'recall': 0.20220588235294118, 'f1-score': 0.3170028818443804, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7189542483660131, 'recall': 0.3148854961832061, 'f1-score': 0.43795620437956206, 'support': 1048}","{'precision': 0.7236842105263158, 'recall': 0.24962178517397882, 'f1-score': 0.3712035995500562, 'support': 1983}","{'precision': 0.48409586056644877, 'recall': 0.17236379284538242, 'f1-score': 0.2516530287413142, 'support': 1983}","{'precision': 0.6817267031203135, 'recall': 0.24962178517397882, 'f1-score': 0.36190239726414297, 'support': 1983}",2.0077593326568604,0,1.9909019470214844
"{'precision': 0.7625298329355609, 'recall': 0.7830882352941176, 'f1-score': 0.7726723095525998, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7525581395348837, 'recall': 0.7719465648854962, 'f1-score': 0.7621290626471973, 'support': 1048}","{'precision': 0.7569262937794041, 'recall': 0.7302067574382249, 'f1-score': 0.7433264887063655, 'support': 1983}","{'precision': 0.5050293241568148, 'recall': 0.5183449333932045, 'f1-score': 0.5116004573999323, 'support': 1983}","{'precision': 0.7115003902712939, 'recall': 0.7302067574382249, 'f1-score': 0.7207321544373092, 'support': 1983}",0.841184139251709,1,1.0533987283706665
"{'precision': 0.7617328519855595, 'recall': 0.7757352941176471, 'f1-score': 0.7686703096539163, 'support': 816}","{'precision': 0.75, 'recall': 0.025210084033613446, 'f1-score': 0.04878048780487805, 'support': 119}","{'precision': 0.879951980792317, 'recall': 0.6994274809160306, 'f1-score': 0.7793726741095163, 'support': 1048}","{'precision': 0.8207434052757794, 'recall': 0.6903681290973273, 'f1-score': 0.749931525609422, 'support': 1983}","{'precision': 0.7972282775926255, 'recall': 0.5001242863557637, 'f1-score': 0.5322744905227702, 'support': 1983}","{'precision': 0.8235066480537392, 'recall': 0.6903681290973273, 'f1-score': 0.7311257756899391, 'support': 1983}",0.6219595670700073,2,0.8850900530815125
"{'precision': 0.830703012912482, 'recall': 0.7095588235294118, 'f1-score': 0.7653668208856576, 'support': 816}","{'precision': 0.7083333333333334, 'recall': 0.14285714285714285, 'f1-score': 0.23776223776223773, 'support': 119}","{'precision': 0.8413597733711048, 'recall': 0.8501908396946565, 'f1-score': 0.8457522543901281, 'support': 1048}","{'precision': 0.8353932584269663, 'recall': 0.7498739283913263, 'f1-score': 0.7903268668615466, 'support': 1983}","{'precision': 0.79346537320564, 'recall': 0.5675356020270704, 'f1-score': 0.6162937710126745, 'support': 1983}","{'precision': 0.8289916125548008, 'recall': 0.7498739283913263, 'f1-score': 0.7761882979007853, 'support': 1983}",0.6444147825241089,3,0.5160338282585144
"{'precision': 0.7648351648351648, 'recall': 0.8529411764705882, 'f1-score': 0.80648899188876, 'support': 816}","{'precision': 0.7647058823529411, 'recall': 0.2184873949579832, 'f1-score': 0.33986928104575165, 'support': 119}","{'precision': 0.8478048780487805, 'recall': 0.8291984732824428, 'f1-score': 0.8383984563434637, 'support': 1048}","{'precision': 0.80802437785678, 'recall': 0.8023197175995965, 'f1-score': 0.805161943319838, 'support': 1983}","{'precision': 0.7924486417456288, 'recall': 0.6335423482370047, 'f1-score': 0.6615855764259918, 'support': 1983}","{'precision': 0.8086762514879557, 'recall': 0.8023197175995965, 'f1-score': 0.7953510055842776, 'support': 1983}",0.9375964999198914,4,0.46287843585014343
"{'precision': 0.8324808184143222, 'recall': 0.7977941176470589, 'f1-score': 0.8147684605757196, 'support': 816}","{'precision': 0.6326530612244898, 'recall': 0.2605042016806723, 'f1-score': 0.3690476190476191, 'support': 119}","{'precision': 0.8520653218059558, 'recall': 0.8463740458015268, 'f1-score': 0.8492101483963619, 'support': 1048}","{'precision': 0.8381410256410257, 'recall': 0.7912254160363086, 'f1-score': 0.8140077821011672, 'support': 1983}","{'precision': 0.7723997338149227, 'recall': 0.6348907883764193, 'f1-score': 0.6776754093399001, 'support': 1983}","{'precision': 0.8308393945357756, 'recall': 0.7912254160363086, 'f1-score': 0.8062228774663849, 'support': 1983}",0.47020289301872253,5,0.22991567850112915
"{'precision': 0.8110831234256927, 'recall': 0.7892156862745098, 'f1-score': 0.8, 'support': 816}","{'precision': 0.6607142857142857, 'recall': 0.31092436974789917, 'f1-score': 0.4228571428571429, 'support': 119}","{'precision': 0.8528497409326425, 'recall': 0.7853053435114504, 'f1-score': 0.817685047193244, 'support': 1048}","{'precision': 0.8286501377410468, 'recall': 0.7584467977811397, 'f1-score': 0.7919957872564507, 'support': 1983}","{'precision': 0.7748823833575402, 'recall': 0.6284817998446198, 'f1-score': 0.6801807300167956, 'support': 1983}","{'precision': 0.8241328074698813, 'recall': 0.7584467977811397, 'f1-score': 0.7867140340184164, 'support': 1983}",0.7515606880187988,6,0.17172540724277496
"{'precision': 0.8245398773006135, 'recall': 0.8235294117647058, 'f1-score': 0.8240343347639485, 'support': 816}","{'precision': 0.6779661016949152, 'recall': 0.33613445378151263, 'f1-score': 0.449438202247191, 'support': 119}","{'precision': 0.8661417322834646, 'recall': 0.8396946564885496, 'f1-score': 0.8527131782945735, 'support': 1048}","{'precision': 0.8423280423280424, 'recall': 0.8028240040342914, 'f1-score': 0.8221017299251226, 'support': 1983}","{'precision': 0.7895492370929977, 'recall': 0.6664528406782559, 'f1-score': 0.708728571768571, 'support': 1983}","{'precision': 0.8377302276409816, 'recall': 0.8028240040342914, 'f1-score': 0.8167113333774638, 'support': 1983}",0.29984739422798157,7,0.20439308881759644
"{'precision': 0.8186335403726708, 'recall': 0.8075980392156863, 'f1-score': 0.8130783466995681, 'support': 816}","{'precision': 0.6867469879518072, 'recall': 0.4789915966386555, 'f1-score': 0.5643564356435644, 'support': 119}","{'precision': 0.8712487899322362, 'recall': 0.8587786259541985, 'f1-score': 0.8649687650168189, 'support': 1048}","{'precision': 0.8412285268089537, 'recall': 0.8149268784669692, 'f1-score': 0.8278688524590163, 'support': 1983}","{'precision': 0.792209772752238, 'recall': 0.7151227539361802, 'f1-score': 0.7474678491199839, 'support': 1983}","{'precision': 0.8385257651837357, 'recall': 0.8149268784669692, 'f1-score': 0.825576203976832, 'support': 1983}",0.8863906264305115,8,0.22580331563949585
"{'precision': 0.8612945838837517, 'recall': 0.7990196078431373, 'f1-score': 0.8289891926255563, 'support': 816}","{'precision': 0.5909090909090909, 'recall': 0.5462184873949579, 'f1-score': 0.5676855895196506, 'support': 119}","{'precision': 0.8598848368522073, 'recall': 0.8549618320610687, 'f1-score': 0.8574162679425837, 'support': 1048}","{'precision': 0.8449449973808276, 'recall': 0.8134140191628845, 'f1-score': 0.8288797533401849, 'support': 1983}","{'precision': 0.77069617054835, 'recall': 0.733399975766388, 'f1-score': 0.7513636833625968, 'support': 1983}","{'precision': 0.8443236869835787, 'recall': 0.8134140191628845, 'f1-score': 0.828331828108482, 'support': 1983}",2.672171115875244,9,0.06571871787309647
