ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1064}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1992}",2.1739397048950195,0,2.29856538772583
"{'precision': 0.7172774869109948, 'recall': 0.16934487021013597, 'f1-score': 0.27399999999999997, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6039250669045495, 'recall': 0.6362781954887218, 'f1-score': 0.6196796338672769, 'support': 1064}","{'precision': 0.6204268292682927, 'recall': 0.4086345381526104, 'f1-score': 0.49273607748184023, 'support': 1992}","{'precision': 0.4404008512718481, 'recall': 0.26854102189961926, 'f1-score': 0.29789321128909224, 'support': 1992}","{'precision': 0.6138824086834515, 'recall': 0.4086345381526104, 'f1-score': 0.44227165182468997, 'support': 1992}",1.7812931537628174,1,2.001818895339966
"{'precision': 0.8333333333333334, 'recall': 0.5315203955500618, 'f1-score': 0.649056603773585, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7392070484581498, 'recall': 0.7885338345864662, 'f1-score': 0.7630741246020919, 'support': 1064}","{'precision': 0.7686250757116899, 'recall': 0.6370481927710844, 'f1-score': 0.6966785616250343, 'support': 1992}","{'precision': 0.5241801272638277, 'recall': 0.44001807671217597, 'f1-score': 0.47071024279189233, 'support': 1992}","{'precision': 0.7332745814388243, 'recall': 0.6370481927710844, 'f1-score': 0.6711835647738233, 'support': 1992}",1.5761263370513916,2,1.6149396896362305
"{'precision': 0.747239263803681, 'recall': 0.7527812113720643, 'f1-score': 0.75, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7840073529411765, 'recall': 0.8016917293233082, 'f1-score': 0.7927509293680297, 'support': 1064}","{'precision': 0.7682606410930111, 'recall': 0.7339357429718876, 'f1-score': 0.7507060333761232, 'support': 1992}","{'precision': 0.5104155389149525, 'recall': 0.5181576468984576, 'f1-score': 0.5142503097893433, 'support': 1992}","{'precision': 0.7222391505755972, 'recall': 0.7339357429718876, 'f1-score': 0.7280306168913573, 'support': 1992}",2.013526678085327,3,1.3286570310592651
"{'precision': 0.7454337899543378, 'recall': 0.8071693448702101, 'f1-score': 0.775074183976261, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7991150442477876, 'recall': 0.8486842105263158, 'f1-score': 0.8231540565177757, 'support': 1064}","{'precision': 0.7756729810568295, 'recall': 0.7811244979919679, 'f1-score': 0.7783891945972986, 'support': 1992}","{'precision': 0.5148496114007085, 'recall': 0.5519511851321753, 'f1-score': 0.5327427468313456, 'support': 1992}","{'precision': 0.7295754734702335, 'recall': 0.7811244979919679, 'f1-score': 0.7544532786002554, 'support': 1992}",1.499130368232727,4,1.1639430522918701
"{'precision': 0.7968176254589964, 'recall': 0.8046971569839307, 'f1-score': 0.8007380073800737, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8645096056622852, 'recall': 0.8035714285714286, 'f1-score': 0.8329274232830005, 'support': 1064}","{'precision': 0.8338870431893688, 'recall': 0.7560240963855421, 'f1-score': 0.7930489731437599, 'support': 1992}","{'precision': 0.5537757437070939, 'recall': 0.5360895285184532, 'f1-score': 0.5445551435543581, 'support': 1992}","{'precision': 0.7853733330426704, 'recall': 0.7560240963855421, 'f1-score': 0.7700962983652572, 'support': 1992}",1.3015073537826538,5,1.085839867591858
"{'precision': 0.8425096030729834, 'recall': 0.8133498145859085, 'f1-score': 0.8276729559748427, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8160714285714286, 'recall': 0.8590225563909775, 'f1-score': 0.836996336996337, 'support': 1064}","{'precision': 0.8269331930562862, 'recall': 0.7891566265060241, 'f1-score': 0.8076033907012587, 'support': 1992}","{'precision': 0.5528603438814707, 'recall': 0.5574574569922953, 'f1-score': 0.5548897643237266, 'support': 1992}","{'precision': 0.7780573638986162, 'recall': 0.7891566265060241, 'f1-score': 0.7832085963593124, 'support': 1992}",1.3047292232513428,6,1.0229778289794922
"{'precision': 0.8596730245231607, 'recall': 0.7799752781211372, 'f1-score': 0.8178872326636423, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.7896081771720613, 'recall': 0.8712406015037594, 'f1-score': 0.8284182305630027, 'support': 1064}","{'precision': 0.8165618448637316, 'recall': 0.7821285140562249, 'f1-score': 0.798974358974359, 'support': 1992}","{'precision': 0.549760400565074, 'recall': 0.5504052932082989, 'f1-score': 0.548768487742215, 'support': 1992}","{'precision': 0.7708928601156176, 'recall': 0.7821285140562249, 'f1-score': 0.7746524942489565, 'support': 1992}",1.2244360446929932,7,0.9584308862686157
"{'precision': 0.8314465408805032, 'recall': 0.8170580964153276, 'f1-score': 0.8241895261845387, 'support': 809}","{'precision': 0.8571428571428571, 'recall': 0.05042016806722689, 'f1-score': 0.09523809523809523, 'support': 119}","{'precision': 0.8260473588342441, 'recall': 0.8524436090225563, 'f1-score': 0.8390379278445882, 'support': 1064}","{'precision': 0.828421052631579, 'recall': 0.7901606425702812, 'f1-score': 0.8088386433710175, 'support': 1992}","{'precision': 0.8382122522858682, 'recall': 0.5733072911683702, 'f1-score': 0.586155183089074, 'support': 1992}","{'precision': 0.8300977115321099, 'recall': 0.7901606425702812, 'f1-score': 0.7885738028329654, 'support': 1992}",1.1889296770095825,8,0.903460681438446
"{'precision': 0.7733934611048479, 'recall': 0.8479604449938195, 'f1-score': 0.8089622641509435, 'support': 809}","{'precision': 0.7, 'recall': 0.17647058823529413, 'f1-score': 0.2818791946308725, 'support': 119}","{'precision': 0.8035242290748899, 'recall': 0.8571428571428571, 'f1-score': 0.8294679399727148, 'support': 1064}","{'precision': 0.7889863547758285, 'recall': 0.8127510040160643, 'f1-score': 0.8006923837784373, 'support': 1992}","{'precision': 0.7589725633932458, 'recall': 0.6271912967906569, 'f1-score': 0.6401031329181769, 'support': 1992}","{'precision': 0.7851029567115987, 'recall': 0.8127510040160643, 'f1-score': 0.7884277028063031, 'support': 1992}",1.3438470363616943,9,0.8579923510551453
