ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.8461538461538461, 'recall': 0.16176470588235295, 'f1-score': 0.271604938271605, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8144144144144144, 'recall': 0.4312977099236641, 'f1-score': 0.5639426076107298, 'support': 1048}","{'precision': 0.8213783403656821, 'recall': 0.2945032778618255, 'f1-score': 0.43355605048255375, 'support': 1983}","{'precision': 0.5535227535227535, 'recall': 0.197687471935339, 'f1-score': 0.2785158486274449, 'support': 1983}","{'precision': 0.7786020397215556, 'recall': 0.2945032778618255, 'f1-score': 0.40980407584754136, 'support': 1983}",2.008737087249756,0,1.8867627382278442
"{'precision': 0.8084815321477428, 'recall': 0.7242647058823529, 'f1-score': 0.7640594699418229, 'support': 816}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.8257173219978746, 'recall': 0.7414122137404581, 'f1-score': 0.7812971342383107, 'support': 1048}","{'precision': 0.8181818181818182, 'recall': 0.6898638426626323, 'f1-score': 0.7485636114911081, 'support': 1983}","{'precision': 0.5447329513818725, 'recall': 0.48855897320760366, 'f1-score': 0.5151188680600446, 'support': 1983}","{'precision': 0.769073466306773, 'recall': 0.6898638426626323, 'f1-score': 0.7273181664923234, 'support': 1983}",1.1336498260498047,1,0.9365155100822449
"{'precision': 0.8059701492537313, 'recall': 0.7941176470588235, 'f1-score': 0.8, 'support': 816}","{'precision': 0.7894736842105263, 'recall': 0.12605042016806722, 'f1-score': 0.2173913043478261, 'support': 119}","{'precision': 0.8737316798196166, 'recall': 0.7395038167938931, 'f1-score': 0.8010335917312661, 'support': 1048}","{'precision': 0.8409356725146199, 'recall': 0.7251638930912758, 'f1-score': 0.7787706471703222, 'support': 1983}","{'precision': 0.823058504427958, 'recall': 0.5532239613402613, 'f1-score': 0.6061416320263641, 'support': 1983}","{'precision': 0.8407916342224183, 'recall': 0.7251638930912758, 'f1-score': 0.7655838473785972, 'support': 1983}",1.1138501167297363,2,1.059583067893982
"{'precision': 0.8200253485424588, 'recall': 0.7928921568627451, 'f1-score': 0.8062305295950155, 'support': 816}","{'precision': 0.8, 'recall': 0.16806722689075632, 'f1-score': 0.2777777777777778, 'support': 119}","{'precision': 0.8085688240656336, 'recall': 0.8463740458015268, 'f1-score': 0.8270396270396272, 'support': 1048}","{'precision': 0.8131868131868132, 'recall': 0.783661119515885, 'f1-score': 0.7981510015408321, 'support': 1983}","{'precision': 0.8095313908693642, 'recall': 0.6024444765183427, 'f1-score': 0.6370159781374735, 'support': 1983}","{'precision': 0.81276894202291, 'recall': 0.783661119515885, 'f1-score': 0.78551548000132, 'support': 1983}",1.527554988861084,3,0.7082909345626831
"{'precision': 0.8563758389261745, 'recall': 0.7818627450980392, 'f1-score': 0.8174247277386292, 'support': 816}","{'precision': 0.7567567567567568, 'recall': 0.23529411764705882, 'f1-score': 0.358974358974359, 'support': 119}","{'precision': 0.8423597678916828, 'recall': 0.8311068702290076, 'f1-score': 0.8366954851104706, 'support': 1048}","{'precision': 0.8463656387665198, 'recall': 0.7750882501260716, 'f1-score': 0.8091603053435115, 'support': 1983}","{'precision': 0.8184974545248713, 'recall': 0.6160879109913685, 'f1-score': 0.6710315239411528, 'support': 1983}","{'precision': 0.8429903052790197, 'recall': 0.7750882501260716, 'f1-score': 0.8000975264490385, 'support': 1983}",0.5556542277336121,4,0.517469048500061
"{'precision': 0.8137019230769231, 'recall': 0.8296568627450981, 'f1-score': 0.8216019417475728, 'support': 816}","{'precision': 0.6440677966101694, 'recall': 0.31932773109243695, 'f1-score': 0.42696629213483145, 'support': 119}","{'precision': 0.8203198494825964, 'recall': 0.8320610687022901, 'f1-score': 0.8261487446707722, 'support': 1048}","{'precision': 0.8121801432958035, 'recall': 0.800302571860817, 'f1-score': 0.8061976123952247, 'support': 1983}","{'precision': 0.7593631897232296, 'recall': 0.6603485541799418, 'f1-score': 0.6915723261843921, 'support': 1983}","{'precision': 0.8070196869819165, 'recall': 0.800302571860817, 'f1-score': 0.8003227723878131, 'support': 1983}",1.1284385919570923,5,0.38445448875427246
"{'precision': 0.7992788461538461, 'recall': 0.8149509803921569, 'f1-score': 0.8070388349514562, 'support': 816}","{'precision': 0.7868852459016393, 'recall': 0.40336134453781514, 'f1-score': 0.5333333333333334, 'support': 119}","{'precision': 0.8787234042553191, 'recall': 0.7881679389312977, 'f1-score': 0.8309859154929577, 'support': 1048}","{'precision': 0.839607201309329, 'recall': 0.7760968229954615, 'f1-score': 0.8066037735849056, 'support': 1983}","{'precision': 0.821629165436935, 'recall': 0.6688267546204232, 'f1-score': 0.7237860279259157, 'support': 1983}","{'precision': 0.8405209331232517, 'recall': 0.7760968229954615, 'f1-score': 0.8032695892202091, 'support': 1983}",0.734092116355896,6,0.18546567857265472
"{'precision': 0.8829113924050633, 'recall': 0.6838235294117647, 'f1-score': 0.7707182320441989, 'support': 816}","{'precision': 0.7659574468085106, 'recall': 0.3025210084033613, 'f1-score': 0.4337349397590361, 'support': 119}","{'precision': 0.8428571428571429, 'recall': 0.8444656488549618, 'f1-score': 0.8436606291706386, 'support': 1048}","{'precision': 0.8554077501445922, 'recall': 0.745839636913767, 'f1-score': 0.796875, 'support': 1983}","{'precision': 0.8305753273569056, 'recall': 0.6102700622233627, 'f1-score': 0.6827046003246245, 'support': 1983}","{'precision': 0.8547246182990571, 'recall': 0.745839636913767, 'f1-score': 0.7890453225165007, 'support': 1983}",0.39152565598487854,7,0.21092215180397034
"{'precision': 0.8219354838709677, 'recall': 0.7806372549019608, 'f1-score': 0.8007542426147077, 'support': 816}","{'precision': 0.7936507936507936, 'recall': 0.42016806722689076, 'f1-score': 0.5494505494505495, 'support': 119}","{'precision': 0.8822269807280514, 'recall': 0.7862595419847328, 'f1-score': 0.8314833501513622, 'support': 1048}","{'precision': 0.8527088036117382, 'recall': 0.761976802824004, 'f1-score': 0.8047936085219708, 'support': 1983}","{'precision': 0.8326044194166041, 'recall': 0.6623549547045281, 'f1-score': 0.7272293807388731, 'support': 1983}","{'precision': 0.8521017020101622, 'recall': 0.761976802824004, 'f1-score': 0.8019135795848938, 'support': 1983}",0.5585175156593323,8,0.25345930457115173
"{'precision': 0.8242677824267782, 'recall': 0.7242647058823529, 'f1-score': 0.7710371819960862, 'support': 816}","{'precision': 0.6333333333333333, 'recall': 0.4789915966386555, 'f1-score': 0.5454545454545454, 'support': 119}","{'precision': 0.8689057421451788, 'recall': 0.7652671755725191, 'f1-score': 0.8138001014713344, 'support': 1048}","{'precision': 0.838150289017341, 'recall': 0.7312153303076148, 'f1-score': 0.781039590627525, 'support': 1983}","{'precision': 0.7755022859684302, 'recall': 0.6561744926978424, 'f1-score': 0.710097276307322, 'support': 1983}","{'precision': 0.8364006025693722, 'recall': 0.7312153303076148, 'f1-score': 0.7800998173272091, 'support': 1983}",0.3800918459892273,9,0.07406022399663925
