ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6, 'recall': 0.002806361085126286, 'f1-score': 0.005586592178770949, 'support': 1069}","{'precision': 0.6, 'recall': 0.0015022533800701052, 'f1-score': 0.0029970029970029966, 'support': 1997}","{'precision': 0.19999999999999998, 'recall': 0.0009354536950420953, 'f1-score': 0.0018621973929236497, 'support': 1997}","{'precision': 0.32118177265898845, 'recall': 0.0015022533800701052, 'f1-score': 0.002990519298500823, 'support': 1997}",1.8349649906158447,1,2.0967037677764893
"{'precision': 0.7615062761506276, 'recall': 0.2249690976514215, 'f1-score': 0.34732824427480913, 'support': 809}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}","{'precision': 0.6872082166199813, 'recall': 0.6884939195509823, 'f1-score': 0.6878504672897197, 'support': 1069}","{'precision': 0.7007633587786259, 'recall': 0.45968953430145215, 'f1-score': 0.555185969156335, 'support': 1997}","{'precision': 0.48290483092353637, 'recall': 0.30448767240080127, 'f1-score': 0.3450595705215096, 'support': 1997}","{'precision': 0.676356615409423, 'recall': 0.45968953430145215, 'f1-score': 0.5089137201557491, 'support': 1997}",1.5323537588119507,2,1.5768043994903564
"{'precision': 0.8034188034188035, 'recall': 0.580964153275649, 'f1-score': 0.6743185078909613, 'support': 809}","{'precision': 0.5, 'recall': 0.008403361344537815, 'f1-score': 0.01652892561983471, 'support': 119}","{'precision': 0.8168870803662258, 'recall': 0.7511693171188026, 'f1-score': 0.7826510721247564, 'support': 1069}","{'precision': 0.8114649681528663, 'recall': 0.6379569354031046, 'f1-score': 0.7143257639472946, 'support': 1997}","{'precision': 0.706768627928343, 'recall': 0.44684561057966316, 'f1-score': 0.4911661685451841, 'support': 1997}","{'precision': 0.7925478722470242, 'recall': 0.6379569354031046, 'f1-score': 0.6931119735272472, 'support': 1997}",0.9867269396781921,3,1.0212585926055908
"{'precision': 0.7398373983739838, 'recall': 0.6749072929542645, 'f1-score': 0.7058823529411766, 'support': 809}","{'precision': 0.6190476190476191, 'recall': 0.1092436974789916, 'f1-score': 0.1857142857142857, 'support': 119}","{'precision': 0.8650371944739639, 'recall': 0.7614593077642656, 'f1-score': 0.8099502487562188, 'support': 1069}","{'precision': 0.8076470588235294, 'recall': 0.6875312969454181, 'f1-score': 0.7427644035704625, 'support': 1997}","{'precision': 0.7413074039651889, 'recall': 0.5152034327325072, 'f1-score': 0.5671822958038937, 'support': 1997}","{'precision': 0.7996594305677951, 'recall': 0.6875312969454181, 'f1-score': 0.7305937102903405, 'support': 1997}",0.7199775576591492,4,0.6136561632156372
"{'precision': 0.8066298342541437, 'recall': 0.7218788627935723, 'f1-score': 0.7619047619047619, 'support': 809}","{'precision': 0.6176470588235294, 'recall': 0.17647058823529413, 'f1-score': 0.27450980392156865, 'support': 119}","{'precision': 0.8488843813387424, 'recall': 0.7829747427502338, 'f1-score': 0.8145985401459853, 'support': 1069}","{'precision': 0.8268348623853211, 'recall': 0.7220831246870305, 'f1-score': 0.7709168671478214, 'support': 1997}","{'precision': 0.7577204248054717, 'recall': 0.5604413979263668, 'f1-score': 0.6170043686574386, 'support': 1997}","{'precision': 0.8179874509577957, 'recall': 0.7220831246870305, 'f1-score': 0.7610683317294328, 'support': 1997}",0.44899433851242065,5,0.44882628321647644
"{'precision': 0.7635220125786164, 'recall': 0.7503090234857849, 'f1-score': 0.756857855361596, 'support': 809}","{'precision': 0.6571428571428571, 'recall': 0.19327731092436976, 'f1-score': 0.29870129870129875, 'support': 119}","{'precision': 0.8055028462998103, 'recall': 0.794200187090739, 'f1-score': 0.7998115873763543, 'support': 1069}","{'precision': 0.785031847133758, 'recall': 0.7406109163745619, 'f1-score': 0.7621746972429787, 'support': 1997}","{'precision': 0.742055905340428, 'recall': 0.5792621738336312, 'f1-score': 0.618456913813083, 'support': 1997}","{'precision': 0.7796554085481211, 'recall': 0.7406109163745619, 'f1-score': 0.7525498479911409, 'support': 1997}",0.9091398119926453,6,0.30212146043777466
"{'precision': 0.7958387516254877, 'recall': 0.7564894932014833, 'f1-score': 0.7756653992395438, 'support': 809}","{'precision': 0.55, 'recall': 0.2773109243697479, 'f1-score': 0.3687150837988827, 'support': 119}","{'precision': 0.8467661691542289, 'recall': 0.7960710944808232, 'f1-score': 0.8206364513018323, 'support': 1069}","{'precision': 0.8157033805888768, 'recall': 0.7491236855282924, 'f1-score': 0.7809971286870269, 'support': 1997}","{'precision': 0.7308683069265722, 'recall': 0.6099571706840181, 'f1-score': 0.6550056447800863, 'support': 1997}","{'precision': 0.8084509688987932, 'recall': 0.7491236855282924, 'f1-score': 0.775488617625697, 'support': 1997}",0.8015941977500916,7,0.3744935691356659
"{'precision': 0.812760055478502, 'recall': 0.7243510506798516, 'f1-score': 0.7660130718954248, 'support': 809}","{'precision': 0.625, 'recall': 0.25210084033613445, 'f1-score': 0.3592814371257485, 'support': 119}","{'precision': 0.8407258064516129, 'recall': 0.7801683816651076, 'f1-score': 0.8093158660844251, 'support': 1069}","{'precision': 0.8233957978421351, 'recall': 0.7260891337005508, 'f1-score': 0.7716870675891432, 'support': 1997}","{'precision': 0.7594952873100383, 'recall': 0.5855400908936979, 'f1-score': 0.6448701250351995, 'support': 1997}","{'precision': 0.816541698537247, 'recall': 0.7260891337005508, 'f1-score': 0.7649562979597462, 'support': 1997}",0.6744585633277893,8,0.1289770007133484
"{'precision': 0.8295774647887324, 'recall': 0.7280593325092707, 'f1-score': 0.7755102040816326, 'support': 809}","{'precision': 0.5151515151515151, 'recall': 0.2857142857142857, 'f1-score': 0.36756756756756753, 'support': 119}","{'precision': 0.8248248248248248, 'recall': 0.7708138447146866, 'f1-score': 0.7969052224371372, 'support': 1069}","{'precision': 0.8152112676056338, 'recall': 0.7245868803204807, 'f1-score': 0.7672322375397667, 'support': 1997}","{'precision': 0.7231846015883575, 'recall': 0.594862487646081, 'f1-score': 0.6466609980287791, 'support': 1997}","{'precision': 0.8082969138982736, 'recall': 0.7245868803204807, 'f1-score': 0.7626539701691943, 'support': 1997}",0.6696521043777466,9,0.04957611486315727
"{'precision': 0.8282828282828283, 'recall': 0.7095179233621756, 'f1-score': 0.7643142476697737, 'support': 809}","{'precision': 0.5365853658536586, 'recall': 0.3697478991596639, 'f1-score': 0.4378109452736319, 'support': 119}","{'precision': 0.8526645768025078, 'recall': 0.7633302151543498, 'f1-score': 0.8055281342546892, 'support': 1069}","{'precision': 0.8279445727482679, 'recall': 0.7180771156735103, 'f1-score': 0.7691069991954947, 'support': 1997}","{'precision': 0.7391775903129982, 'recall': 0.6141986792253964, 'f1-score': 0.6692177757326983, 'support': 1997}","{'precision': 0.8239523781769025, 'recall': 0.7180771156735103, 'f1-score': 0.7669200322336864, 'support': 1997}",0.6047457456588745,10,0.08786167204380035
"{'precision': 0.808, 'recall': 0.7490729295426453, 'f1-score': 0.777421423989737, 'support': 809}","{'precision': 0.5, 'recall': 0.36134453781512604, 'f1-score': 0.4195121951219512, 'support': 119}","{'precision': 0.8619631901840491, 'recall': 0.7885874649204865, 'f1-score': 0.8236443575964828, 'support': 1069}","{'precision': 0.8224917309812569, 'recall': 0.7471206810215323, 'f1-score': 0.7829965888218315, 'support': 1997}","{'precision': 0.723321063394683, 'recall': 0.6330016440927526, 'f1-score': 0.673525992236057, 'support': 1997}","{'precision': 0.8185331248406352, 'recall': 0.7471206810215323, 'f1-score': 0.7808371064085375, 'support': 1997}",0.5674440264701843,11,0.10844992846250534
