EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,steps,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}",0.27914756536483765,125,0.13003303110599518
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}",0.04661718010902405,250,0.033448997884988785
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.85, 'recall': 0.3022222222222222, 'f1-score': 0.4459016393442623, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.85, 'recall': 0.20359281437125748, 'f1-score': 0.3285024154589372, 'support': 668}","{'precision': 0.2125, 'recall': 0.07555555555555556, 'f1-score': 0.11147540983606558, 'support': 668}","{'precision': 0.5726047904191617, 'recall': 0.20359281437125748, 'f1-score': 0.30038284087562583, 'support': 668}",0.04023902863264084,375,0.04946776106953621
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.5537190082644629, 'recall': 0.5, 'f1-score': 0.5254901960784313, 'support': 134}","{'precision': 0.7917620137299771, 'recall': 0.7688888888888888, 'f1-score': 0.7801578354002254, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.7401433691756273, 'recall': 0.6182634730538922, 'f1-score': 0.6737357259380098, 'support': 668}","{'precision': 0.33637025549861, 'recall': 0.3172222222222222, 'f1-score': 0.3264120078696642, 'support': 668}","{'precision': 0.6444479839609697, 'recall': 0.6182634730538922, 'f1-score': 0.6309681320428311, 'support': 668}",0.03380338475108147,500,0.04581843316555023
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.639344262295082, 'recall': 0.582089552238806, 'f1-score': 0.609375, 'support': 134}","{'precision': 0.8710601719197708, 'recall': 0.6755555555555556, 'f1-score': 0.7609511889862328, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8110403397027601, 'recall': 0.5718562874251497, 'f1-score': 0.6707638279192275, 'support': 668}","{'precision': 0.3776011085537132, 'recall': 0.3144112769485904, 'f1-score': 0.3425815472465582, 'support': 668}","{'precision': 0.7150437253165237, 'recall': 0.5718562874251497, 'f1-score': 0.6348567141374323, 'support': 668}",0.033042967319488525,625,0.02766312099993229
"{'precision': 0.8421052631578947, 'recall': 0.3018867924528302, 'f1-score': 0.4444444444444445, 'support': 53}","{'precision': 0.6627906976744186, 'recall': 0.8507462686567164, 'f1-score': 0.7450980392156863, 'support': 134}","{'precision': 0.9032258064516129, 'recall': 0.6222222222222222, 'f1-score': 0.7368421052631579, 'support': 450}","{'precision': 0.7857142857142857, 'recall': 0.3548387096774194, 'f1-score': 0.48888888888888893, 'support': 31}","{'precision': 0.8174757281553398, 'recall': 0.6302395209580839, 'f1-score': 0.7117497886728655, 'support': 668}","{'precision': 0.7984590132495529, 'recall': 0.5324234982522971, 'f1-score': 0.6038183694530443, 'support': 668}","{'precision': 0.8446920481977682, 'recall': 0.6302395209580839, 'f1-score': 0.7037922091832847, 'support': 668}",0.008883905597031116,750,0.041387125849723816
"{'precision': 0.6129032258064516, 'recall': 0.3584905660377358, 'f1-score': 0.45238095238095233, 'support': 53}","{'precision': 0.6904761904761905, 'recall': 0.8656716417910447, 'f1-score': 0.7682119205298013, 'support': 134}","{'precision': 0.8237791932059448, 'recall': 0.8622222222222222, 'f1-score': 0.8425624321389794, 'support': 450}","{'precision': 1.0, 'recall': 0.06451612903225806, 'f1-score': 0.12121212121212122, 'support': 31}","{'precision': 0.78125, 'recall': 0.7859281437125748, 'f1-score': 0.7835820895522386, 'support': 668}","{'precision': 0.7817896523721468, 'recall': 0.5377251397708152, 'f1-score': 0.5460918565654636, 'support': 668}","{'precision': 0.788485505141058, 'recall': 0.7859281437125748, 'f1-score': 0.7632144581546412, 'support': 668}",0.020665515214204788,875,0.020373979583382607
"{'precision': 0.6363636363636364, 'recall': 0.5283018867924528, 'f1-score': 0.5773195876288659, 'support': 53}","{'precision': 0.859375, 'recall': 0.8208955223880597, 'f1-score': 0.8396946564885497, 'support': 134}","{'precision': 0.8614609571788413, 'recall': 0.76, 'f1-score': 0.8075560802833529, 'support': 450}","{'precision': 0.7692307692307693, 'recall': 0.6451612903225806, 'f1-score': 0.7017543859649122, 'support': 31}","{'precision': 0.8403361344537815, 'recall': 0.7485029940119761, 'f1-score': 0.7917656373713381, 'support': 668}","{'precision': 0.7816075906933116, 'recall': 0.6885896748757733, 'f1-score': 0.7315811775914202, 'support': 668}","{'precision': 0.838902855245367, 'recall': 0.7485029940119761, 'f1-score': 0.7908258146799652, 'support': 668}",0.02308962680399418,1000,0.004899340681731701
"{'precision': 0.5373134328358209, 'recall': 0.6792452830188679, 'f1-score': 0.5999999999999999, 'support': 53}","{'precision': 0.7469879518072289, 'recall': 0.9253731343283582, 'f1-score': 0.8266666666666667, 'support': 134}","{'precision': 0.901685393258427, 'recall': 0.7133333333333334, 'f1-score': 0.7965260545905707, 'support': 450}","{'precision': 0.6078431372549019, 'recall': 1.0, 'f1-score': 0.7560975609756097, 'support': 31}","{'precision': 0.8, 'recall': 0.7664670658682635, 'f1-score': 0.7828746177370032, 'support': 668}","{'precision': 0.6984574787890947, 'recall': 0.8294879376701398, 'f1-score': 0.7448225705582117, 'support': 668}","{'precision': 0.8281071282988943, 'recall': 0.7664670658682635, 'f1-score': 0.7851034166007994, 'support': 668}",0.029593372717499733,1125,0.003594005946069956
"{'precision': 0.5384615384615384, 'recall': 0.5283018867924528, 'f1-score': 0.5333333333333333, 'support': 53}","{'precision': 0.6797752808988764, 'recall': 0.9029850746268657, 'f1-score': 0.7756410256410257, 'support': 134}","{'precision': 0.875, 'recall': 0.8088888888888889, 'f1-score': 0.8406466512702079, 'support': 450}","{'precision': 0.9090909090909091, 'recall': 0.6451612903225806, 'f1-score': 0.7547169811320754, 'support': 31}","{'precision': 0.7979041916167665, 'recall': 0.7979041916167665, 'f1-score': 0.7979041916167666, 'support': 668}","{'precision': 0.750581932112831, 'recall': 0.7213342851576969, 'f1-score': 0.7260844978441605, 'support': 668}","{'precision': 0.8107188134142651, 'recall': 0.7979041916167665, 'f1-score': 0.7992362029779222, 'support': 668}",0.06367514282464981,1250,0.006890888791531324
