EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,steps,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}",0.17502179741859436,125,0.14734356105327606
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.9166666666666666, 'recall': 0.024444444444444446, 'f1-score': 0.047619047619047616, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.9166666666666666, 'recall': 0.016467065868263474, 'f1-score': 0.032352941176470584, 'support': 668}","{'precision': 0.22916666666666666, 'recall': 0.006111111111111111, 'f1-score': 0.011904761904761904, 'support': 668}","{'precision': 0.6175149700598802, 'recall': 0.016467065868263474, 'f1-score': 0.0320786997433704, 'support': 668}",0.05905302241444588,250,0.10924866795539856
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.7058823529411765, 'recall': 0.08955223880597014, 'f1-score': 0.15894039735099338, 'support': 134}","{'precision': 0.774869109947644, 'recall': 0.6577777777777778, 'f1-score': 0.7115384615384616, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.7719298245614035, 'recall': 0.46107784431137727, 'f1-score': 0.577319587628866, 'support': 668}","{'precision': 0.37018786572220513, 'recall': 0.186832504145937, 'f1-score': 0.21761971472236374, 'support': 668}","{'precision': 0.6635918185187987, 'recall': 0.46107784431137727, 'f1-score': 0.5112130552954204, 'support': 668}",0.14259470999240875,375,0.04759732261300087
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.7017543859649122, 'recall': 0.5970149253731343, 'f1-score': 0.6451612903225806, 'support': 134}","{'precision': 0.9227272727272727, 'recall': 0.45111111111111113, 'f1-score': 0.6059701492537314, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8473053892215568, 'recall': 0.4236526946107784, 'f1-score': 0.5648702594810379, 'support': 668}","{'precision': 0.40612041467304627, 'recall': 0.2620315091210613, 'f1-score': 0.312782859894078, 'support': 668}","{'precision': 0.762368803063729, 'recall': 0.4236526946107784, 'f1-score': 0.5376320060889295, 'support': 668}",0.030267123132944107,500,0.011551210656762123
"{'precision': 1.0, 'recall': 0.03773584905660377, 'f1-score': 0.07272727272727272, 'support': 53}","{'precision': 0.9259259259259259, 'recall': 0.5597014925373134, 'f1-score': 0.6976744186046511, 'support': 134}","{'precision': 0.8918032786885246, 'recall': 0.6044444444444445, 'f1-score': 0.7205298013245034, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8994845360824743, 'recall': 0.5224550898203593, 'f1-score': 0.6609848484848484, 'support': 668}","{'precision': 0.7044323011536127, 'recall': 0.3004704465095904, 'f1-score': 0.3727328731641068, 'support': 668}","{'precision': 0.8658466309639373, 'recall': 0.5224550898203593, 'f1-score': 0.6311097726700527, 'support': 668}",0.01728965900838375,625,0.018634779378771782
"{'precision': 0.6875, 'recall': 0.41509433962264153, 'f1-score': 0.5176470588235295, 'support': 53}","{'precision': 0.777027027027027, 'recall': 0.8582089552238806, 'f1-score': 0.8156028368794327, 'support': 134}","{'precision': 0.8486238532110092, 'recall': 0.8222222222222222, 'f1-score': 0.835214446952596, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.823051948051948, 'recall': 0.7589820359281437, 'f1-score': 0.7897196261682243, 'support': 668}","{'precision': 0.578287720059509, 'recall': 0.5238813792671861, 'f1-score': 0.5421160856638896, 'support': 668}","{'precision': 0.7820955921655325, 'recall': 0.7589820359281437, 'f1-score': 0.7673242146529331, 'support': 668}",0.04510198161005974,750,0.012568145990371704
"{'precision': 0.7857142857142857, 'recall': 0.20754716981132076, 'f1-score': 0.3283582089552239, 'support': 53}","{'precision': 0.78, 'recall': 0.8731343283582089, 'f1-score': 0.823943661971831, 'support': 134}","{'precision': 0.8928571428571429, 'recall': 0.6111111111111112, 'f1-score': 0.7255936675461743, 'support': 450}","{'precision': 0.875, 'recall': 0.22580645161290322, 'f1-score': 0.358974358974359, 'support': 31}","{'precision': 0.8541666666666666, 'recall': 0.6137724550898204, 'f1-score': 0.7142857142857143, 'support': 668}","{'precision': 0.8333928571428572, 'recall': 0.479399765223386, 'f1-score': 0.5592174743618971, 'support': 668}","{'precision': 0.8608885799828915, 'recall': 0.6137724550898204, 'f1-score': 0.6967916037467601, 'support': 668}",0.021176939830183983,875,0.001304201316088438
"{'precision': 0.7297297297297297, 'recall': 0.5094339622641509, 'f1-score': 0.6, 'support': 53}","{'precision': 0.7167630057803468, 'recall': 0.9253731343283582, 'f1-score': 0.8078175895765473, 'support': 134}","{'precision': 0.8067729083665338, 'recall': 0.9, 'f1-score': 0.8508403361344538, 'support': 450}","{'precision': 0.8333333333333334, 'recall': 0.16129032258064516, 'f1-score': 0.27027027027027023, 'support': 31}","{'precision': 0.7813370473537604, 'recall': 0.8398203592814372, 'f1-score': 0.8095238095238094, 'support': 668}","{'precision': 0.771649744302486, 'recall': 0.6240243547932885, 'f1-score': 0.6322320489953178, 'support': 668}","{'precision': 0.783836916988796, 'recall': 0.8398203592814372, 'f1-score': 0.79536539916488, 'support': 668}",0.006471640430390835,1000,0.003890881547704339
"{'precision': 0.7368421052631579, 'recall': 0.2641509433962264, 'f1-score': 0.3888888888888889, 'support': 53}","{'precision': 0.7763157894736842, 'recall': 0.8805970149253731, 'f1-score': 0.8251748251748251, 'support': 134}","{'precision': 0.8468677494199536, 'recall': 0.8111111111111111, 'f1-score': 0.8286038592508513, 'support': 450}","{'precision': 0.7692307692307693, 'recall': 0.6451612903225806, 'f1-score': 0.7017543859649122, 'support': 31}","{'precision': 0.8232484076433121, 'recall': 0.7739520958083832, 'f1-score': 0.7978395061728395, 'support': 668}","{'precision': 0.7823141033468912, 'recall': 0.6502550899388229, 'f1-score': 0.6861054898198694, 'support': 668}","{'precision': 0.82038261744544, 'recall': 0.7739520958083832, 'f1-score': 0.7871417070543908, 'support': 668}",0.01829535886645317,1125,0.0027189101092517376
"{'precision': 0.5434782608695652, 'recall': 0.4716981132075472, 'f1-score': 0.5050505050505051, 'support': 53}","{'precision': 0.8947368421052632, 'recall': 0.7611940298507462, 'f1-score': 0.8225806451612904, 'support': 134}","{'precision': 0.8904494382022472, 'recall': 0.7044444444444444, 'f1-score': 0.7866004962779156, 'support': 450}","{'precision': 0.85, 'recall': 0.5483870967741935, 'f1-score': 0.6666666666666665, 'support': 31}","{'precision': 0.8600746268656716, 'recall': 0.6901197604790419, 'f1-score': 0.7657807308970099, 'support': 668}","{'precision': 0.7946661352942689, 'recall': 0.6214309210692328, 'f1-score': 0.6952245782890943, 'support': 668}","{'precision': 0.8619031914059931, 'recall': 0.6901197604790419, 'f1-score': 0.7659137323518239, 'support': 668}",0.003637164132669568,1250,0.015046783722937107
"{'precision': 0.5172413793103449, 'recall': 0.2830188679245283, 'f1-score': 0.36585365853658536, 'support': 53}","{'precision': 0.8222222222222222, 'recall': 0.8283582089552238, 'f1-score': 0.8252788104089219, 'support': 134}","{'precision': 0.9102564102564102, 'recall': 0.6311111111111111, 'f1-score': 0.7454068241469817, 'support': 450}","{'precision': 0.7352941176470589, 'recall': 0.8064516129032258, 'f1-score': 0.7692307692307693, 'support': 31}","{'precision': 0.8529411764705882, 'recall': 0.6511976047904192, 'f1-score': 0.7385398981324278, 'support': 668}","{'precision': 0.746253532359009, 'recall': 0.6372349502235222, 'f1-score': 0.6764425155808146, 'support': 668}","{'precision': 0.8532950196761517, 'recall': 0.6511976047904192, 'f1-score': 0.7324204030082787, 'support': 668}",0.009419478476047516,1375,0.0009353606146760285
