EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,steps,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.5162134170532227,25,0.19918861985206604
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.2614258527755737,50,0.1568041443824768
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.1857556104660034,75,0.14653640985488892
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.1243772506713867,100,0.14016593992710114
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.0857845544815063,125,0.1349165290594101
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",1.001451015472412,150,0.12428473681211472
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",0.9224362969398499,175,0.12038358300924301
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",0.9017886519432068,200,0.11561775952577591
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",0.8361062407493591,225,0.10510537028312683
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 672}",0.806161642074585,250,0.09903060644865036
